Date,Week,Beer_Type,Batches,Batch_Start,Volume,CO2,DO,DO_Var,Color,Color_Target,Color_Var,pH ,pH_Target,pH_Var,Bitterness_Units,BU_Target,BU_Var,ABV,ABV_Target,ABV_Var,Real_Extract,Real_Degrees_Fermentation,Final_Gravity,FG_Target,FG_Var
8/29/16,36,NW_IPA,2453-2458,2453,480,2.41,86,1.866666667,9.44,10.23,0.077223851,4.37,4.34,0.006912442,71.5,81,0.117283951,6.95,6.7,0.037313433,5.24,68.18,1.0109,1.016,0.005019685
8/29/16,36,NW_IPA,2459-2463,2459,396,2.42,83,1.766666667,9.8,10.23,0.042033236,4.45,4.34,0.025345622,77.1,81,0.048148148,7.15,6.7,0.067164179,5.2,69,1.01046,1.016,0.005452756
9/6/16,37,NW_IPA,2481-2484,2481,319,2.4,89,1.966666667,10.73,10.23,0.048875855,4.57,4.34,0.052995392,71.55,81,0.116666667,6.41,6.7,0.043283582,5.88,63.7,1.01418,1.016,0.001791339
9/6/16,37,NW_IPA,2485-2488,2485,312,2.4,84,1.8,11.1,10.23,0.085043988,4.52,4.34,0.041474654,76.65,81,0.053703704,6.2,6.7,0.074626866,6.51,60.46,1.01698,1.016,0.000964567
9/12/16,38,NW_IPA,2516-2521,2516,492,2.4,89,1.966666667,9.52,10.23,0.069403715,4.49,4.34,0.034562212,70.85,81,0.125308642,6.8,6.7,0.014925373,5.44,66.86,1.0119,1.016,0.004035433
9/12/16,38,NW_IPA,2522-2527,2522,483,2.45,NA,1,9.67,10.23,0.054740958,4.47,4.34,0.029953917,75.5,81,0.067901235,6.59,6.7,0.01641791,5.85,64.47,1.01382,1.016,0.002145669
9/19/16,39,NW_IPA,2552-2557,2552,452,2.42,NA,1,10.32,10.23,0.008797654,4.47,4.34,0.029953917,78.95,81,0.025308642,6.89,6.7,0.028358209,5.33,67.61,1.01134,1.016,0.004586614
9/19/16,39,NW_IPA,2558-2563,2558,458,2.38,NA,1,10.86,10.23,0.061583578,4.49,4.34,0.034562212,76.3,81,0.058024691,6.95,6.7,0.037313433,5.3,67.94,1.01113,1.016,0.004793307
9/20/16,39,NW_IPA,"2332-2337, 2551",2332,440,2.43,NA,1,14.5,10.23,0.417399804,4.48,4.34,0.032258065,72.8,81,0.101234568,6.97,6.7,0.040298507,5.4,67.59,1.0115,1.016,0.004429134
9/26/16,40,NW_IPA,2584-2589,2584,464,2.43,12,0.6,10.14,10.23,0.008797654,4.44,4.34,0.023041475,74.6,81,0.079012346,7.11,6.7,0.06119403,5.19,68.89,1.01049,1.016,0.005423228
9/26/16,40,NW_IPA,2578-2583,2578,463,2.42,NA,1,10.29,10.23,0.005865103,4.38,4.34,0.00921659,78.55,81,0.030246914,6.9,6.7,0.029850746,5.23,68.1,1.0109,1.016,0.005019685
10/3/16,41,NW_IPA,2609-2614,2609,471,2.48,NA,1,9.6,10.23,0.061583578,4.4,4.34,0.013824885,74.4,81,0.081481481,7,6.7,0.044776119,5.14,68.78,1.01043,1.016,0.005482283
10/4/16,41,NW_IPA,2615-2620,2615,473,2.47,NA,1,9.96,10.23,0.026392962,4.44,4.34,0.023041475,73.65,81,0.090740741,7.03,6.7,0.049253731,5.01,69.4,1.00989,1.016,0.00601378
10/12/16,42,NW_IPA,2644-2649,2644,471,2.43,NA,1,9.47,10.23,0.0742913,4.37,4.34,0.006912442,74.4,81,0.081481481,7.23,6.7,0.079104478,4.99,70.09,1.00954,1.016,0.006358268
10/13/16,42,NW_IPA,2650-2655,2650,480,2.38,NA,1,9.83,10.23,0.039100684,4.47,4.34,0.029953917,81.3,81,0.003703704,7.05,6.7,0.052238806,5.08,69.17,1.01014,1.016,0.005767717
1/13/16,3,Red_IPA,1624-1627,1624,328,2.48,74,1.466666667,13.61,12.95,0.050965251,4.4,4.4,0,75.3,66,0.140909091,7.16,7,0.022857143,5.85,66.39,1.01307,1.018,0.004842829
1/19/16,4,Red_IPA,1624-1627,1624,104,2.46,81,1.7,13.6,12.95,0.05019305,4.44,4.4,0.009090909,70.6,66,0.06969697,7.36,7,0.051428571,5.82,67.1,1.01271,1.018,0.005196464
1/25/16,5,Red_IPA,1661-1666,1661,495,2.4,82,1.733333333,12,12.95,0.073359073,4.52,4.4,0.027272727,64.65,66,0.020454545,7.43,7,0.061428571,5.61,68.12,1.01179,1.018,0.006100196
1/29/16,5,Red_IPA,1661-1666,1661,177,2.4,80,1.666666667,11.9,12.95,0.081081081,4.5,4.4,0.022727273,69.2,66,0.048484848,7.33,7,0.047142857,5.59,67.92,1.01182,1.018,0.006070727
2/11/16,7,Red_IPA,1725-1727,1725,255,2.45,94,2.133333333,12.28,12.95,0.051737452,4.48,4.4,0.018181818,65.4,66,0.009090909,6.99,7,0.001428571,5.5,67.23,1.0119,1.018,0.005992141
2/17/16,8,Red_IPA,1746-1749,1746,343,2.4,87,1.9,11.38,12.95,0.121235521,4.35,4.4,0.011363636,62.7,66,0.05,6.99,7,0.001428571,5.56,67.01,1.01213,1.018,0.005766208
2/23/16,9,Red_IPA,1767-1770,1767,324,2.42,92,2.066666667,12,12.95,0.073359073,4.37,4.4,0.006818182,65.4,66,0.009090909,6.86,7,0.02,5.86,65.36,1.0135,1.018,0.004420432
3/1/16,10,Red_IPA,1800-1803,1800,332,2.43,91,2.033333333,11.62,12.95,0.102702703,4.41,4.4,0.002272727,65.3,66,0.010606061,7.1,7,0.014285714,5.66,66.94,1.01239,1.018,0.005510806
3/9/16,11,Red_IPA,1829-1832,1829,339,2.43,93,2.1,11.66,12.95,0.0996139,4.49,4.4,0.020454545,65.2,66,0.012121212,6.91,7,0.012857143,5.57,66.66,1.0123,1.018,0.005599214
3/16/16,12,Red_IPA,1849-1850,1849,155,2.4,95,2.166666667,11.57,12.95,0.106563707,4.45,4.4,0.011363636,65.55,66,0.006818182,6.92,7,0.011428571,5.67,66.32,1.01267,1.018,0.005235756
3/22/16,13,Red_IPA,1873-1874,1873,160,2.41,96,2.2,12.51,12.95,0.033976834,4.4,4.4,0,72.5,66,0.098484848,7.02,7,0.002857143,5.88,65.81,1.01338,1.018,0.00453831
3/29/16,14,Red_IPA,1888-1892,1888,421,2.4,92,2.066666667,10.99,12.95,0.151351351,4.46,4.4,0.013636364,60.7,66,0.08030303,6.99,7,0.001428571,5.95,65.44,1.01371,1.018,0.004214145
4/5/16,15,Red_IPA,1916-1919,1916,330,2.41,98,2.266666667,12.19,12.95,0.058687259,4.33,4.4,0.015909091,68.75,66,0.041666667,6.95,7,0.007142857,5.73,66.18,1.01287,1.018,0.005039293
4/12/16,16,Red_IPA,1945-1950,1945,476,2.4,93,2.1,12.94,12.95,0.000772201,4.5,4.4,0.022727273,69.3,66,0.05,6.89,7,0.015714286,6.05,64.72,1.01423,1.018,0.00370334
4/26/16,18,Red_IPA,2001-2005,2001,384,2.44,98,2.266666667,11.33,12.95,0.125096525,4.33,4.4,0.015909091,72.6,66,0.1,7.32,7,0.045714286,5.39,68.71,1.01101,1.018,0.006866405
5/10/16,20,Red_IPA,2052-2056,2052,425,2.4,92,2.066666667,11.84,12.95,0.085714286,4.49,4.4,0.020454545,68.8,66,0.042424242,7.03,7,0.004285714,5.71,66.48,1.01271,1.018,0.005196464
5/24/16,22,Red_IPA,2096-2101,2096,489,2.41,95,2.166666667,11.44,12.95,0.116602317,4.41,4.4,0.002272727,62.95,66,0.046212121,7.19,7,0.027142857,5.6,67.48,1.01201,1.018,0.005884086
6/7/16,24,Red_IPA,2134-2137,2134,337,2.4,91,2.033333333,11.85,12.95,0.084942085,4.47,4.4,0.015909091,63.45,66,0.038636364,7.26,7,0.037142857,5.51,68.04,1.01157,1.018,0.006316306
6/21/16,26,Red_IPA,2167-2172,2167,489,2.48,93,2.1,12.03,12.95,0.071042471,4.52,4.4,0.027272727,65.4,66,0.009090909,6.71,7,0.041428571,6.14,63.74,1.01485,1.018,0.003094303
7/5/16,28,Red_IPA,2243-2247,2243,424,2.45,90,2,10.44,12.95,0.193822394,4.22,4.4,0.040909091,61.3,66,0.071212121,7.29,7,0.041428571,5.33,68.87,1.01081,1.018,0.007062868
7/15/16,29,Red_IPA,2278-2280,2278,235,2.35,87,1.9,11.39,12.95,0.12046332,4.47,4.4,0.015909091,60.2,66,0.087878788,7.09,7,0.012857143,5.83,66.23,1.01308,1.018,0.004833006
7/19/16,30,Red_IPA,2300-2304,2300,422,2.39,98,2.266666667,12.09,12.95,0.066409266,4.48,4.4,0.018181818,75.25,66,0.140151515,7.23,7,0.032857143,5.56,67.74,1.01182,1.018,0.006070727
7/26/16,31,Red_IPA,2328-2331,2328,248,2.38,95,2.166666667,11.6,12.95,0.104247104,4.44,4.4,0.009090909,62,66,0.060606061,7.2,7,0.028571429,5.53,67.77,1.01173,1.018,0.006159136
7/28/16,31,Red_IPA,2333-2336,2333,350,2.4,95,2.166666667,11.5,12.95,0.111969112,4.47,4.4,0.015909091,67.4,66,0.021212121,7.28,7,0.04,5.56,67.91,1.01174,1.018,0.006149312
8/2/16,32,Red_IPA,2361,2361,76,2.44,99,2.3,12.3,12.95,0.05019305,4.43,4.4,0.006818182,49.5,66,0.25,7.6,7,0.085714286,5.79,67.95,1.01226,1.018,0.005638507
8/9/16,33,Red_IPA,2382-2386,2382,421,2.4,95,2.166666667,10.92,12.95,0.156756757,4.29,4.4,0.025,60.65,66,0.081060606,6.94,7,0.008571429,5.32,67.84,1.01121,1.018,0.006669941
8/11/16,33,Red_IPA,2387-2388,2387,178,2.39,73,1.433333333,15.33,12.95,0.183783784,4.46,4.4,0.013636364,53.9,66,0.183333333,7.09,7,0.012857143,5.59,67.19,1.01213,1.018,0.005766208
8/18/16,34,Red_IPA,2413-2414,2413,164,2.41,75,1.5,12.13,12.95,0.063320463,4.44,4.4,0.009090909,61.45,66,0.068939394,6.08,7,0.131428571,6.92,58.47,1.01882,1.018,0.000805501
8/23/16,35,Red_IPA,2434-2436,2434,240,2.4,89,1.966666667,10.91,12.95,0.157528958,4.43,4.4,0.006818182,57.25,66,0.132575758,6.81,7,0.027142857,5.72,65.74,1.01301,1.018,0.004901768
8/23/16,35,Red_IPA,2430-2433,2430,303,2.4,96,2.2,11.95,12.95,0.077220077,4.45,4.4,0.011363636,61.4,66,0.06969697,6.92,7,0.011428571,6.01,64.96,1.01405,1.018,0.003880157
8/31/16,36,Red_IPA,2464-2466,2464,256,2.44,90,2,11.57,12.95,0.106563707,4.35,4.4,0.011363636,53.75,66,0.185606061,7.39,7,0.055714286,4.04,70.37,1.00952,1.018,0.008330059
9/6/16,37,Red_IPA,2489-2493,2489,439,2.41,91,2.033333333,11.68,12.95,0.098069498,4.51,4.4,0.025,57.95,66,0.121969697,6.38,7,0.088571429,6.43,61.44,1.01644,1.018,0.001532417
9/7/16,37,Red_IPA,2506-2507,2506,173,2.4,89,1.966666667,13.27,12.95,0.024710425,4.5,4.4,0.022727273,57.85,66,0.123484848,6.18,7,0.117142857,6.9,58.97,1.01859,1.018,0.000579568
9/13/16,38,Red_IPA,2531-2532,2531,121,2.35,NA,1,11.48,12.95,0.113513514,4.49,4.4,0.020454545,59.55,66,0.097727273,6.78,7,0.031428571,6.12,64.09,1.01464,1.018,0.003300589
9/16/16,38,Red_IPA,2531-2532,2531,57,2.38,NA,1,11.38,12.95,0.121235521,4.48,4.4,0.018181818,59.95,66,0.091666667,6.76,7,0.034285714,6.15,63.92,1.01478,1.018,0.003163065
9/23/16,39,Red_IPA,2576-2577,2576,NA,NA,NA,1,13.44,12.95,0.037837838,NA,4.4,1,63,66,0.045454545,6.77,7,0.032857143,5.78,65.38,1.0133,1.018,0.004616896
9/23/16,39,Red_IPA,2576-2577,2576,NA,NA,NA,1,13.56,12.95,0.047104247,NA,4.4,1,62.65,66,0.050757576,6.8,7,0.028571429,5.8,65.44,1.01331,1.018,0.004607073
9/26/16,40,Red_IPA,2564-2567,2564,357,2.42,7,0.766666667,12.95,12.95,0,4.5,4.4,0.022727273,60.95,66,0.076515152,6.79,7,0.03,5.99,64.64,1.01409,1.018,0.003840864
10/10/16,42,Red_IPA,2633-2638,2633,473,2.45,NA,1,12.79,12.95,0.012355212,4.38,4.4,0.004545455,58.7,66,0.110606061,7.17,7,0.024285714,5.34,68.45,1.01101,1.018,0.006866405
4/21/16,17,Citrus_IPA,1975-1980,1975,449,2.41,96,2.2,7.5184,7.2,0.044222222,4.4,4.38,0.00456621,85.8,81,0.059259259,7.09,6.8,0.042647059,3.66,69.55,1.00697,1.016,0.008887795
4/28/16,18,Citrus_IPA,1995-2000,1995,437,2.42,92,2.066666667,7.1882,7.2,0.001638889,4.57,4.38,0.043378995,89.6,81,0.10617284,7.3,6.8,0.073529412,5.6,67.76,1.01192,1.016,0.004015748
5/5/16,19,Citrus_IPA,2033-2038,2033,428,2.4,95,2.166666667,7.24,7.2,0.005555556,4.49,4.38,0.025114155,82.2,81,0.014814815,7.2,6.8,0.058823529,5.78,66.79,1.01273,1.016,0.003218504
5/12/16,20,Citrus_IPA,2066-2069,2066,305,2.4,93,2.1,6.96,7.2,0.033333333,4.47,4.38,0.020547945,82.2,81,0.014814815,7.35,6.8,0.080882353,5.49,68.39,1.01138,1.016,0.004547244
5/18/16,21,Citrus_IPA,2084-2087,2084,297,2.43,88,1.933333333,7.1,7.2,0.013888889,4.47,4.38,0.020547945,70.05,81,0.135185185,7.19,6.8,0.057352941,6,65.9,1.01363,1.016,0.002332677
5/25/16,22,Citrus_IPA,2102-2103,2102,155,2.39,97,2.233333333,6.81,7.2,0.054166667,4.47,4.38,0.020547945,80.35,81,0.008024691,6.58,6.8,0.032352941,6.27,62.78,1.01554,1.016,0.000452756
6/2/16,23,Citrus_IPA,2123-2124,2123,149,2.4,90,2,7.01,7.2,0.026388889,4.52,4.38,0.03196347,78.15,81,0.035185185,6.83,6.8,0.004411765,5.95,64.9,1.01392,1.016,0.002047244
6/14/16,25,Citrus_IPA,2147-2150,2147,312,2.4,94,2.133333333,6.9,7.2,0.041666667,4.43,4.38,0.011415525,71.75,81,0.114197531,7.07,6.8,0.039705882,5.69,66.69,1.01257,1.016,0.003375984
6/22/16,26,Citrus_IPA,2173-2178,2173,482,2.45,95,2.166666667,7.04,7.2,0.022222222,4.46,4.38,0.01826484,76.95,81,0.05,6.95,6.8,0.022058824,5.73,66.16,1.01288,1.016,0.003070866
6/23/16,26,Citrus_IPA,2184-2187,2184,294,2.4,91,2.033333333,6.96,7.2,0.033333333,4.45,4.38,0.015981735,77.85,81,0.038888889,7.02,6.8,0.032352941,5.79,66.16,1.01302,1.016,0.002933071
6/28/16,27,Citrus_IPA,2208-2213,2208,294,2.4,91,2.033333333,6.99,7.2,0.029166667,4.53,4.38,0.034246575,72.8,81,0.101234568,7.19,6.8,0.057352941,5.39,68.34,1.01117,1.016,0.004753937
7/7/16,28,Citrus_IPA,2258-2261,2258,314,2.4,92,2.066666667,6.67,7.2,0.073611111,4.46,4.38,0.01826484,72.3,81,0.107407407,7.23,6.8,0.063235294,5.37,68.54,1.01104,1.016,0.00488189
7/13/16,29,Citrus_IPA,2274-2277,2274,316,2.42,113,2.766666667,6.71,7.2,0.068055556,4.34,4.38,0.00913242,84.75,81,0.046296296,7.04,6.8,0.035294118,5.45,67.59,1.01164,1.016,0.004291339
7/18/16,30,Citrus_IPA,2305-2306,2305,155,2.4,94,2.133333333,7.77,7.2,0.079166667,4.51,4.38,0.029680365,87.3,81,0.077777778,7.16,6.8,0.052941176,5.77,66.7,1.01274,1.016,0.003208661
1/6/16,2,Oatmeal_Stout,9194-9197,9194,208,2.42,80,1.666666667,109.7,100,0.097,4.35,4.37,0.004576659,56.7,48,0.18125,7.42,7,0.06,8.07,59.52,1.02175,1.022,0.000244618
1/21/16,4,Oatmeal_Stout,9199-9202,9199,234,2.43,74,1.466666667,112,100,0.12,4.44,4.37,0.016018307,48.9,48,0.01875,7.14,7,0.02,7.81,59.42,1.02104,1.022,0.000939335
2/3/16,6,Oatmeal_Stout,9204-9207,9204,232,2.43,85,1.833333333,121.54,100,0.2154,4.39,4.37,0.004576659,45.8,48,0.045833333,6.7,7,0.042857143,7.55,57.66,1.0218,1.022,0.000195695
2/11/16,7,Oatmeal_Stout,9209-9214,9209,316,2.42,94,2.133333333,125.86,100,0.2586,4.25,4.37,0.027459954,46.9,48,0.022916667,6.48,7,0.074285714,7.85,56.87,1.02208,1.022,7.83E-05
2/25/16,9,Oatmeal_Stout,9216-9219,9216,138,2.42,85,1.833333333,123.44,100,0.2344,4.33,4.37,0.009153318,43.9,48,0.085416667,6.44,7,0.08,7.81,56.86,1.02197,1.022,2.94E-05
3/16/16,12,Oatmeal_Stout,9226-9229,9226,213,2.41,98,2.266666667,116.84,100,0.1684,4.38,4.37,0.00228833,43.15,48,0.101041667,6.75,7,0.035714286,7.67,58.49,1.02099,1.022,0.000988258
4/1/16,14,Oatmeal_Stout,9231-9234,9231,NA,NA,NA,1,131.32,100,0.3132,4.34,4.37,0.006864989,41.35,48,0.138541667,6.75,7,0.035714286,7.74,58.24,1.02127,1.022,0.000714286
4/20/16,17,Oatmeal_Stout,9235-9237,9235,166,2.4,93,2.1,137.92,100,0.3792,4.21,4.37,0.036613272,53.15,48,0.107291667,6.74,7,0.037142857,8.07,57.14,1.02264,1.022,0.000626223
5/5/16,19,Oatmeal_Stout,2028-2030,2028,236,2.41,91,2.033333333,96.52,100,0.0348,4.4,4.37,0.006864989,55.4,48,0.154166667,7.22,7,0.031428571,7.17,61.77,1.01832,1.022,0.003600783
5/25/16,22,Oatmeal_Stout,9240-9242,9240,165,2.4,98,2.266666667,115.57,100,0.1557,4.35,4.37,0.004576659,54.85,48,0.142708333,6.45,7,0.078571429,7.83,56.84,1.02201,1.022,9.78E-06
6/30/16,27,Oatmeal_Stout,2218-2220,2218,235,2.43,87,1.9,114.81,100,0.1481,4.33,4.37,0.009153318,52.85,48,0.101041667,7.29,7,0.041428571,7.43,61.12,1.01932,1.022,0.002622309
7/14/16,29,Oatmeal_Stout,9247-9250,9247,218,2.4,91,2.033333333,118.11,100,0.1811,4.41,4.37,0.009153318,52.95,48,0.103125,6.61,7,0.055714286,7.88,57.27,1.02201,1.022,9.78E-06
7/26/16,31,Oktoberfest,2181-2183,2181,276,2.6,98,2.266666667,6,5.8,0.034482759,4.6,4.17,0.103117506,39.2,55,0.287272727,6.21,5.5,0.129090909,4.38,69.63,1.00845,1.0008,0.007643885
8/4/16,32,Oktoberfest,2197-2201,2197,407,2.58,90,2,6.87,5.8,0.184482759,4.79,4.17,0.148681055,39.05,55,0.29,6.11,5.5,0.110909091,4.7,67.74,1.00985,1.0008,0.009042766
8/11/16,33,Oktoberfest,2224-2228,2224,454,2.56,77,1.566666667,6.44,5.8,0.110344828,4.74,4.17,0.136690647,37,55,0.327272727,6.06,5.5,0.101818182,4.56,68.25,1.00935,1.0008,0.008543165
8/15/16,34,Oktoberfest,2224-2228,2224,130,2.61,98,2.266666667,6.66,5.8,0.148275862,4.77,4.17,0.143884892,41.5,55,0.245454545,6.04,5.5,0.098181818,4.59,68.03,1.00949,1.0008,0.008683054
1/26/16,5,Pale_Ale,9203,9203,56,2.43,80,1.666666667,13.2,13.3,0.007518797,4.2,4.15,0.012048193,42,35,0.2,5.7,5.6,0.017857143,5.39,63.05,1.01314,1.013,0.000138203
2/18/16,8,Pale_Ale,9215,9215,53,2.42,90,2,12.76,13.3,0.040601504,4.31,4.15,0.038554217,52.6,35,0.502857143,5.2,5.6,0.071428571,5.49,60.39,1.01422,1.013,0.001204344
3/30/16,14,Pale_Ale,9230,9230,55,2.4,93,2.1,11.65,13.3,0.12406015,4.24,4.15,0.021686747,48.55,35,0.387142857,5.33,5.6,0.048214286,5.45,61.16,1.01388,1.013,0.000868707
5/5/16,19,Pale_Ale,9239,9239,58,2.39,91,2.033333333,11.1,13.3,0.165413534,4.25,4.15,0.024096386,51.3,35,0.465714286,5.18,5.6,0.075,5.59,59.91,1.01461,1.013,0.001589339
7/1/16,27,Pale_Ale,9245,9245,47,2.4,95,2.166666667,12.99,13.3,0.023308271,4.36,4.15,0.05060241,56.15,35,0.604285714,5.89,5.6,0.051785714,5.97,61.37,1.0152,1.013,0.002171767
8/2/16,32,Pale_Ale,9251,9251,48,2.4,93,2.1,13.2,13.3,0.007518797,4.18,4.15,0.007228916,49.2,35,0.405714286,5.71,5.6,0.019642857,5.6,62.17,1.01395,1.013,0.000937808
8/30/16,36,Pale_Ale,9252,9252,44,2.4,95,2.166666667,13.02,13.3,0.021052632,4.06,4.15,0.021686747,47.15,35,0.347142857,5.47,5.6,0.023214286,5.32,62.34,1.01318,1.013,0.00017769
9/20/16,39,Pale_Ale,9253,9253,52,2.42,NA,1,13.09,13.3,0.015789474,4.3,4.15,0.036144578,48.85,35,0.395714286,5.59,5.6,0.001785714,5.33,62.83,1.01305,1.013,4.94E-05
8/25/16,35,Winter_Ale,2442-2444,2442,303,2.41,77,1.566666667,34.86,35,0.004,4.52,4.41,0.024943311,56.5,60,0.058333333,7.15,7.2,0.006944444,5.96,65.92,1.01354,1.018,0.004381139
9/1/16,36,Winter_Ale,2471-2476,2471,499,2.41,79,1.633333333,36.07,35,0.030571429,4.47,4.41,0.013605442,57.2,60,0.046666667,7.04,7.2,0.022222222,5.98,65.48,1.01376,1.018,0.004165029
9/9/16,37,Winter_Ale,2511-2515,2511,435,2.4,93,2.1,35.84,35,0.024,4.59,4.41,0.040816327,51.85,60,0.135833333,7.09,7.2,0.015277778,5.9,65.98,1.01334,1.018,0.004577603
9/16/16,38,Winter_Ale,2546-2550,2546,436,2.36,NA,1,36.59,35,0.045428571,4.56,4.41,0.034013605,51.65,60,0.139166667,7.08,7.2,0.016666667,5.95,65.74,1.01358,1.018,0.004341847
9/21/16,39,Winter_Ale,2546-2550,2546,48,2.43,NA,1,36.69,35,0.048285714,4.55,4.41,0.031746032,49.1,60,0.181666667,7.08,7.2,0.016666667,5.93,65.81,1.01349,1.018,0.004430255
9/27/16,40,Winter_Ale,2590-2592,2590,133,2.37,4,0.866666667,36.53,35,0.043714286,4.64,4.41,0.052154195,56.15,60,0.064166667,7.13,7.2,0.009722222,6.07,65.44,1.014,1.018,0.003929273
9/28/16,40,Winter_Ale,2590-2592,2590,128,2.43,7,0.766666667,36.63,35,0.046571429,4.58,4.41,0.038548753,56.8,60,0.053333333,7.15,7.2,0.006944444,6.08,65.46,1.01401,1.018,0.00391945
10/5/16,41,Winter_Ale,2629-2632,2629,240,2.39,NA,1,36.02,35,0.029142857,4.72,4.41,0.070294785,58.5,60,0.025,7.17,7.2,0.004166667,5.87,66.31,1.01316,1.018,0.00475442
10/6/16,41,Winter_Ale,2629-2632,2629,82,2.37,NA,1,36.02,35,0.029142857,4.72,4.41,0.070294785,58.5,60,0.025,7.17,7.2,0.004166667,5.87,66.31,1.01316,1.018,0.00475442
10/14/16,42,Winter_Ale,2663-2665,2663,249,2.48,NA,1,37.52,35,0.072,4.5,4.41,0.020408163,60.1,60,0.001666667,7.28,7.2,0.011111111,5.74,67.19,1.01247,1.018,0.00543222
1/7/16,2,Double_IPA,1601-1602,1601,155,2.41,75,1.5,12.9,13.41,0.03803132,4.43,4.49,0.013363029,79,84,0.05952381,8.25,8,0.03125,7.21,64.76,1.0172,1.02,0.002745098
1/21/16,4,Double_IPA,1649-1650,1649,156,2.4,79,1.633333333,13.1,13.41,0.023117077,4.51,4.49,0.004454343,84,84,0,8.47,8,0.05875,6.8,66.71,1.01527,1.02,0.004637255
2/5/16,6,Double_IPA,1695-1696,1695,156,2.42,88,1.933333333,12.18,13.41,0.091722595,4.52,4.49,0.006681514,81.2,84,0.033333333,8.12,8,0.015,7.15,64.61,1.0171,1.02,0.002843137
2/12/16,7,Double_IPA,1728-17430,1728,251,2.4,90,2,11.34,13.41,0.154362416,4.58,4.49,0.020044543,77.6,84,0.076190476,7.82,8,0.0225,7.34,63.1,1.01826,1.02,0.001705882
2/25/16,9,Double_IPA,1778-1779,1778,152,2.41,86,1.866666667,11.65,13.41,0.131245339,4.61,4.49,0.026726058,77.15,84,0.081547619,7.76,8,0.03,7.38,62.78,1.0185,1.02,0.001470588
3/3/16,10,Double_IPA,1808-1810,1808,238,2.4,92,2.066666667,11.26,13.41,0.160328113,4.53,4.49,0.008908686,77.3,84,0.079761905,8.14,8,0.0175,6.91,65.46,1.0161,1.02,0.003823529
3/17/16,12,Double_IPA,1851-1852,1851,148,2.43,92,2.066666667,10.78,13.41,0.196122297,4.5,4.49,0.002227171,78.1,84,NA,8.16,8,0.02,7,65.2,1.01647,1.02,0.003460784
3/23/16,13,Double_IPA,1869-1872,1869,318,2.39,99,2.3,10.26,13.41,0.234899329,4.67,4.49,0.040089087,77.2,84,0.080952381,8.25,8,0.03125,6.87,65.89,1.01582,1.02,0.004098039
3/30/16,14,Double_IPA,1893-1895,1893,238,2.42,94,2.133333333,11.61,13.41,0.134228188,4.51,4.49,0.004454343,85.45,84,0.017261905,8.28,8,0.035,6.97,65.64,1.01619,1.02,0.003735294
4/13/16,16,Double_IPA,1951-1952,1951,149,2.41,94,2.133333333,12.83,13.41,0.043251305,4.46,4.49,0.006681514,80.75,84,0.038690476,8.27,8,0.03375,7.04,65.39,1.01647,1.02,0.003460784
4/28/16,18,Double_IPA,2014-2015,2014,155,2.4,97,2.233333333,15.1765,13.41,0.131730052,4.5,4.49,0.002227171,91.25,84,0.086309524,8.55,8,0.06875,6.19,69.03,1.01268,1.02,0.007176471
5/12/16,20,Double_IPA,2060-2061,2060,156,2.39,84,1.8,12.01,13.41,0.104399702,4.59,4.49,0.022271715,85.7,84,0.020238095,8.16,8,0.02,7.3,64.22,1.01768,1.02,0.00227451
5/26/16,22,Double_IPA,2107-2109,2107,237,2.43,93,2.1,12.0015,13.41,0.105033557,4.49,4.49,0,84.05,84,0.000595238,7.65,8,0.04375,7.74,61.29,1.02012,1.02,0.000117647
6/8/16,24,Double_IPA,2140,2140,72,2.39,98,2.266666667,13.68,13.41,0.020134228,4.37,4.49,0.026726058,86.9,84,0.03452381,8.87,8,0.10875,5.98,70.56,1.01144,1.02,0.008392157
6/23/16,26,Double_IPA,2188-2190,2188,283,2.43,95,2.166666667,12.01,13.41,0.104399702,4.47,4.49,0.004454343,84.75,84,0.008928571,8.75,8,0.09375,6.36,68.94,1.01312,1.02,0.006745098
7/7/16,28,Double_IPA,2248-2253,2248,229,2.41,91,2.033333333,10.83,13.41,0.192393736,4.46,4.49,0.006681514,80.9,84,0.036904762,7.65,8,0.04375,7.53,61.96,1.01925,1.02,0.000735294
7/15/16,29,Double_IPA,2248-2253,2248,236,2.4,93,2.1,10.92,13.41,0.185682327,4.48,4.49,0.002227171,75.3,84,0.103571429,7.69,8,0.03875,7.56,61.97,1.01934,1.02,0.000647059
7/27/16,31,Double_IPA,2338-2341,2338,316,2.4,89,1.966666667,12.2,13.41,0.090231171,4.44,4.49,0.011135857,75.4,84,0.102380952,8.21,8,0.02625,6.85,65.87,1.01577,1.02,0.004147059
8/10/16,33,Double_IPA,2389-2393,2389,394,2.4,88,1.933333333,11.75,13.41,0.123788218,4.42,4.49,0.0155902,63.25,84,0.24702381,8.24,8,0.03,6.65,66.59,1.01495,1.02,0.00495098
8/24/16,35,Double_IPA,2437-2441,2437,365,2.41,78,1.6,13.98,13.41,0.042505593,4.47,4.49,0.004454343,69.7,84,0.170238095,8.04,8,0.005,7.22,64.13,1.01751,1.02,0.002441176
9/7/16,37,Double_IPA,2500-2503,2500,464,2.41,91,2.033333333,12.18,13.41,0.091722595,4.65,4.49,0.035634744,72.2,84,0.14047619,8.23,8,0.02875,6.76,66.21,1.0154,1.02,0.004509804
