	FW_F1	FW_M1	FW_M2	FW_F2	FW_M3	FW_F3	FW_F4	FW_M4	FW_F5	FW_F6	FW_M5	FW_M6	FW_M7	FW_M8	FW_F7	FW_F8	FW_M9	FW_F9	OC_M1	OC_F1	OC_M2	OC_M3	OC_F2	OC_M4	OC_F3	OC_F4	OC_M5	OC_M6	OC_M7	OC_F5	OC_M8	OC_F6	OC_F7	OC_M9	OC_F8	OC_M10
dpf2l_LG19	16.56811214	17.46795602	12.64546002	10.6990861	15.80114955	18.87962202	19.57991024	14.01983459	13.95642446	15.7494522	19.84925547	11.83396581	15.96832608	16.50163092	12.73216043	15.78672268	13.42371312	10.77955334	18.27796029	19.05439522	18.57381803	18.29718398	26.90350558	18.24922005	17.82702516	22.87150131	25.07966501	21.69562155	19.76334117	11.47234298	19.45084274	25.90183504	19.66372949	23.84184147	22.12054754	25.95889921
drd4a_LG19	2.991464692	1.091747251	0.821133767	2.245487207	1.54576463	1.936371489	1.812954652	0.175247932	2.326070744	1.04224316	0.180447777	0	0	1.718919887	1.653527329	2.971618387	0.737566655	2.836724563	0	0.160120968	0	0	0	0.601622639	0	0	0	0	0	0	0.162090356	0	0	0	0.158003911	0.214536357
dus2_LG19	23.70160486	11.85325587	15.43731482	22.85113451	8.415829652	18.15348271	14.14104629	5.432685903	13.568746	11.34886997	7.398358855	7.25307582	8.339014733	7.391355516	17.52738969	19.87269796	6.490586564	16.83123241	9.550645916	14.57100811	5.662749398	7.135901753	16.3234753	5.214062872	17.14137035	15.7028218	5.709192035	5.63744497	4.391853594	13.11124912	6.483614246	12.86035166	14.70185382	7.407174049	19.75048887	7.508772499
dusp6_LG19	14.49709812	3.743133432	2.463401302	3.038012103	4.293790639	5.809114467	16.49788733	6.834669362	9.691961432	10.30662681	3.248059985	3.244797078	6.209904589	9.110275404	13.72427683	9.28630746	6.343073233	13.99450784	2.96399356	12.32931455	2.944629687	10.24642303	10.27774371	9.024339587	21.48385084	10.58233643	4.07799431	3.758296647	5.123829193	10.03830011	4.052258904	21.55467391	43.9217883	6.712751482	10.42825812	8.795990641
dusp8a_LG19	10.58518275	8.733978009	9.360924947	3.170099586	11.85086216	13.07050755	9.06477326	9.288140415	6.202855316	26.98251737	7.217911078	6.107853322	10.11327319	15.12649501	9.425105776	10.5863905	4.572913261	7.942828776	7.245317592	8.326290348	5.662749398	5.672127034	9.068597388	9.625962226	9.37061579	9.046190817	7.340389759	10.93322661	8.783707189	12.49665932	8.42869852	7.788663682	4.410556147	4.86095797	6.636164261	6.65062707
edc3_LG19	2.531239354	3.431205646	1.478040781	8.981948826	2.061019507	4.598882286	1.812954652	1.577231391	2.132231515	3.358339072	0.721791108	2.863056245	0.177425845	0.687567955	5.787345652	3.528796835	2.507726627	2.080264679	2.305328325	3.202419365	2.265099759	0.731887359	2.418292637	2.406490556	4.113928884	3.584339758	0.815598862	0.512494997	1.219959332	1.843769408	1.134632493	2.716975703	3.675463456	0.925896756	3.476086042	1.287218143
eea1_LG19	33.13622428	48.66073462	38.42906031	45.96644399	45.6859324	27.10920085	34.08354746	50.99714831	31.7896335	41.11070243	47.99910867	47.9084745	56.24399299	53.4584085	36.37760124	42.15983587	53.98987915	19.10061206	56.31587764	35.54685495	64.10232319	65.86986233	31.74009086	51.73954696	34.5112923	34.8193005	45.26573685	56.54528137	63.92586898	17.61824101	50.41010076	32.24144501	40.79764436	55.09085699	36.97291517	58.78296185
ehf_LG19	3.681802697	2.495422288	0.328453507	1.585049793	1.889267881	1.694325053	0.36259093	3.154462782	1.163035372	0.579023978	1.263134439	1.145222498	1.596832608	0.343783977	0.992116397	0.185726149	2.065186634	0.945574854	1.317330471	0.800604841	1.585569832	0.36594368	1.209146318	1.203245278	0.914206419	1.024097074	0.815598862	0.854158329	1.951934931	0.204863268	2.593445698	0.905658568	0.367546346	2.546216079	0.790019555	0.858145428
EIF4G2_LG19	152.3345866	60.51399049	73.08090528	108.4438233	72.47918599	133.3675863	136.1528944	67.82094982	146.9301353	124.8375696	83.90821629	53.8254574	77.71252028	82.85193858	115.4162076	123.8793415	50.30204587	136.9192389	60.59720168	131.6194359	38.95971586	77.03114456	169.2804846	58.95901863	133.7026887	159.5884606	63.0050121	92.24909951	43.43055221	164.5052038	76.34455774	114.2941112	94.45941082	68.28488577	114.7108394	71.22607056
enpp6_LG19	9.894844749	10.76150862	5.583709617	5.415586792	4.63729389	11.13413606	13.05327349	9.813884212	6.202855316	12.15950354	5.774328863	9.161779984	6.032478743	10.48541131	4.960581987	5.014606028	6.933126557	5.862564096	52.85788516	87.74629059	67.7264828	83.80110264	89.17454098	96.46016314	66.05141374	65.54221271	80.1325882	81.48670457	50.26232447	55.5179455	76.5066481	52.89046035	58.62364212	59.25739239	57.67142751	82.38196113
erc1a_LG19	21.86070352	72.83513804	42.6989559	12.81248583	63.54810146	13.55460042	14.50363722	50.82190038	12.79338909	10.88565079	68.02881191	45.99977033	43.64675797	71.16328334	9.755811242	12.81510429	55.46501246	7.375483863	45.44790126	13.1299194	69.31205263	61.47853818	11.18460345	43.11628914	15.54150912	14.16667619	63.82061096	67.30767631	91.25295802	9.218847038	56.89371501	12.86035166	8.269792776	62.49803104	9.006222926	52.34687113
ergic2_LG19	34.51690029	31.81663417	35.96565901	58.64684234	32.28930561	39.69561552	27.37561524	27.51392538	32.17731195	29.99344206	29.41298764	47.33586325	38.67883429	24.06487842	44.97594335	38.25958673	37.32087274	33.66246481	35.40325641	45.15411304	45.30199519	38.24111452	42.01783456	30.88329547	33.82563749	30.04018083	36.70194879	22.89144321	25.13116223	40.15320043	33.55270372	31.87918158	41.53273705	23.1474189	34.44485259	36.25664435
ETFA_LG19	192.3741909	114.9453891	136.1439786	319.2554458	138.6035618	294.8125592	196.1616933	116.1893791	214.1923476	228.8302761	126.6743394	159.5676681	117.2784838	99.52546148	240.2575209	222.871379	138.5150178	271.5690981	175.2049527	324.2449607	150.402624	152.5985144	292.0088359	201.5435841	296.4314312	225.4720391	216.3375982	123.169631	86.12912882	218.7939697	130.9690078	177.3279476	227.5111879	90.7378821	257.2303671	127.8636688
fam174b_LG19	2.531239354	3.275241753	2.791854809	6.208111689	2.919777635	6.293207339	6.345341282	1.927727256	4.458302259	7.179897327	1.984925547	1.717833747	2.30653599	2.922163809	4.299171056	4.085975282	3.392806613	3.593184446	3.293326178	2.72205646	1.585569832	2.561605757	4.232012114	1.403786158	2.514067651	5.632533905	2.650696302	1.879148323	0.975967465	2.048632675	2.755536054	4.347161125	1.470185382	2.546216079	4.424109507	2.574436285
fam185a_LG19	6.903380058	12.32114755	11.49587274	14.79379807	8.587581278	8.955718136	11.05902338	11.74161147	10.27347912	11.00145558	10.64641884	16.03311497	9.403569806	13.23568313	11.74004404	21.91568561	12.24360647	12.67070305	10.53864377	11.20846778	11.55200877	9.69750751	12.69603634	9.826503105	11.42758023	9.558239354	8.155988621	7.516593293	8.783707189	15.36474506	10.04960208	11.95469309	6.615834221	11.80518364	10.42825812	4.290727142
fam60a_LG19	11.04540809	5.770664041	5.583709617	3.830536999	12.53786867	11.61822893	9.78995512	13.31884286	11.82419295	11.46467476	10.46597106	7.25307582	8.339014733	12.37622319	8.267636646	7.986224415	10.62095983	9.077518601	5.92798712	12.96979843	12.2315387	11.89316959	9.068597388	12.63407542	13.02744146	15.19077326	8.767687767	13.83736493	10.97963399	11.06261645	9.401240656	13.22261509	10.47507085	13.19402877	9.63823857	11.79949964
fam96a_LG19	18.86923882	7.954158544	15.43731482	25.09662172	10.30509753	20.57394707	21.39286489	12.26735526	24.22990358	24.08739748	12.99223994	15.84224456	12.59723502	11.17297927	23.81079354	26.00166089	11.35852649	32.52777499	13.17330471	22.41693555	8.833889061	13.35694431	27.20579216	14.03786158	18.96978319	22.35945277	17.94317497	13.66653326	7.807739723	28.27113092	10.04960208	17.20751279	21.13391487	12.7310804	24.17459838	10.72681786
fanci_LG19	5.982929383	14.19271426	16.25844859	30.644296	9.102836155	6.777300211	6.889227677	5.432685903	11.63035372	10.19082201	5.593881086	9.161779984	5.145349516	6.360003584	12.40145497	18.01543647	6.490586564	11.15778328	16.6312972	8.006048412	8.154359133	6.952929913	8.464024229	7.620553429	9.142064186	10.07028789	7.952088905	7.516593293	5.36782106	13.52097566	8.266608163	10.86790281	9.923751331	6.481277293	18.17044976	4.290727142
fbxl14a_LG19	12.88630944	11.54132808	8.047110919	8.18942393	10.47684916	9.439811009	5.257568491	8.587148685	9.498122203	6.83248294	8.481045517	6.680464571	10.82297657	10.14162734	8.267636646	7.057593669	10.32593317	8.510173688	11.69130793	7.205443571	9.739928965	9.88047935	7.25487791	6.216767271	7.085099744	8.875507972	7.74818919	8.712414954	11.71160959	8.194530701	7.618246739	7.426400255	5.88074153	8.564544994	8.690215104	6.221554356
fbxl22_LG19	3.911915366	2.183494502	3.777215329	2.245487207	2.576274383	5.082975159	5.982750351	2.453471053	5.233659173	4.053167846	3.428507762	2.481315412	1.951684299	0.687567955	3.141701925	4.828879879	1.327619979	6.997253921	2.799327251	3.522661301	3.397649639	1.829718398	5.138871853	1.203245278	3.42827407	6.656630979	3.670194879	2.391643321	2.195926797	6.965351095	3.565987835	5.252819693	2.572824419	3.009164457	5.372132973	2.145363571
fem1b_LG19	4.142028035	3.275241753	4.434122343	4.887236861	2.576274383	2.420464361	4.351091165	1.226735526	5.039819944	2.431900707	0.721791108	1.908704163	2.661387681	1.203243921	5.952698385	3.714522984	3.245293282	5.673449125	3.128659869	3.202419365	1.359059856	2.012690238	3.325152376	2.205949677	5.256686907	4.096388295	0.611699147	1.024989995	1.219959332	4.91671842	0.324180712	2.716975703	3.30791711	0.462948378	3.476086042	2.145363571
fgf1a_LG19	3.911915366	5.458736255	6.733296891	5.943936723	5.496052018	13.07050755	5.620159421	4.906942106	8.722765289	9.611798034	5.95477664	10.30700248	7.629311352	8.422707449	6.779462049	5.386058327	11.21101316	11.53601322	3.457992487	5.44411292	1.585569832	3.293493117	9.975457127	5.214062872	4.571032093	3.755022603	3.262395448	3.587464981	3.659877995	2.048632675	3.728078191	4.709424552	5.145648839	2.31474189	3.318082131	5.792481642
FJX1_LG19	1.840901349	1.55963893	2.791854809	1.188787345	1.54576463	1.936371489	1.994250117	4.205950376	1.744553058	1.158047956	1.443582216	1.526963331	1.241980918	2.75027182	0.992116397	0.742904597	1.47513331	0.567344913	2.469994634	1.120846778	0.226509976	0.914859199	2.116006057	0.401081759	0.685654814	4.779119677	1.019498578	0.512494997	0.731975599	2.45835921	1.620903561	3.984897698	0.551319518	1.157370945	1.264031288	0.214536357
fkbp16_LG19	10.35507009	3.587169539	4.105668836	4.623061896	7.213568274	7.261393084	9.06477326	5.082190038	13.18106755	8.569554874	5.052537755	4.390019576	5.322775362	3.265947786	10.08651671	6.87186752	5.162966585	13.04893299	5.763320812	6.084596793	6.342279326	10.61236671	12.39374976	7.420012549	8.684960977	11.77711635	9.991086061	9.395741617	4.635845461	11.06261645	7.780337095	9.781112531	3.675463456	10.41633851	7.900195549	9.868672427
flnca_LG19	122.880165	41.33043165	59.94276501	22.58695955	35.20908324	46.71496217	87.20311876	19.80301636	35.27873961	28.9511989	22.91686767	42.94584367	46.30814565	35.92542565	47.29088161	76.14772117	19.32424636	81.31943746	68.83051712	56.84294372	12.45804868	33.84979037	55.92301723	18.44976093	82.73568088	163.8555318	19.98217212	58.42442969	58.55804793	97.92464187	73.10275062	93.82622762	17.09090507	53.23906348	68.25768954	31.10777178
ftsj1_LG19	20.94025284	12.32114755	13.63082054	29.71968362	10.99210404	26.38306154	21.75545582	9.638636279	21.12847592	21.65549678	12.45089661	13.74266998	14.19406763	12.2043312	22.98402988	24.51585169	12.98117313	27.61078574	11.85597424	27.2205646	11.3254988	14.08883167	26.601219	14.23840246	28.11184737	22.35945277	11.8261835	9.566573282	7.319755991	20.28146348	10.69796351	18.65656649	23.70673929	13.19402877	25.59663358	12.22857235
FUK_LG19	78.92864533	29.0092841	33.5022577	66.83626627	31.25879585	74.55030233	62.72823096	39.60603271	61.44703548	42.15294559	42.40522759	29.96665536	35.66259492	31.11244996	68.78673689	69.4615798	29.79769286	69.97253921	13.17330471	52.03931468	14.49663846	29.27549437	55.01615749	20.65571061	73.36506509	40.11046872	22.42896871	24.4289282	11.95560145	90.54956424	21.0717463	48.1810358	83.98433997	16.8976158	46.45314983	30.24962635
furinb_LG19	6.673267389	3.11927786	3.941442083	2.245487207	4.122039013	5.082975159	4.53238663	5.257437971	5.815176859	4.632191824	6.315672194	4.580889992	4.258220289	4.812975685	3.141701925	5.014606028	3.982859937	6.051679067	2.469994634	8.326290348	3.624159615	3.842408636	4.534298694	2.205949677	7.999306163	5.803216751	3.670194879	7.174929962	2.927902396	7.989667433	4.21434926	6.520741688	3.675463456	3.703587025	5.056125151	2.145363571
galnt8b1_LG19	43.03106903	77.04616315	33.66648446	12.94457331	31.77405073	27.35124728	0.181295465	1.752479324	0.581517686	0.694828774	0.541343331	0.954352082	0.709703382	11.00108728	15.37780416	0.742904597	0.737566655	0.378229942	50.55255683	41.63145174	53.6828643	81.05652504	22.67149347	22.05949677	24.6835733	68.27313824	72.99609816	25.11225487	47.33442207	28.06626765	47.49247435	25.90183504	11.76148306	25.2306866	35.55087997	30.24962635
gcnt3a_LG19	6.903380058	1.091747251	1.970721041	6.604374137	3.778535762	6.051160903	2.719431978	1.752479324	3.295266887	3.589948663	1.80447777	2.09957458	2.483961835	0.859459944	7.93693118	6.128962923	2.065186634	3.593184446	2.634660942	4.803629047	2.038589783	2.195662078	1.813719478	2.607031436	7.085099744	4.437753986	1.019498578	1.537484992	3.415886129	4.506991885	2.269264986	4.166029411	2.756597592	3.240638646	1.896046932	0.429072714
gcnt3b_LG19	38.19870299	13.25693091	9.689378453	18.88851003	15.62939793	19.60576133	19.21731931	7.535661091	16.28249521	17.83393852	9.744179956	10.68874331	12.95208671	8.938383415	26.78714273	18.94406722	10.76847316	22.88291147	8.891980681	14.41088714	5.436239422	6.038070714	6.045731592	3.810276714	25.14067651	18.43374733	4.485793741	5.295781638	4.391853594	7.37507763	6.483614246	8.875453964	5.696968357	13.88845134	6.952172083	1.930827214
glg1a_LG19	42.34073102	39.77079272	42.53472914	58.77892982	29.5412796	35.09673324	32.63318373	27.68917331	32.37115118	34.1624147	28.14985321	31.30274828	25.0170442	35.0659657	38.52718677	46.61726345	28.47007288	27.98901569	37.87325105	34.58612914	32.16441658	34.76464957	31.74009086	24.06490556	36.11115353	44.5482227	26.09916359	27.67472985	35.13482876	20.48632675	38.25332405	35.32068414	42.63537609	41.20240565	42.97706379	33.68220807
gnaia_LG19	65.81222322	83.12875498	93.1165692	77.2711774	64.40685959	63.17411983	45.68645723	56.60508215	43.61382644	51.76474363	58.64552751	80.92905652	55.17943792	52.42705657	58.20416199	57.94655855	66.08597229	57.30183617	80.35715874	53.00004049	74.74829206	56.17235482	47.76127958	52.54171048	61.93748486	62.1285558	53.42172547	58.59526135	64.16986085	53.46931282	62.89105818	52.52819693	47.78102493	60.64623753	57.98743533	52.9904802
GRAMD2_LG19	0	5.926627934	3.777215329	0.132087483	8.072326401	0	0	8.762396618	0.387678457	0.231609591	8.30059774	5.535242074	6.564756279	8.766491426	0.165352733	0	6.343073233	0.189114971	4.44599034	0	12.68455865	8.599676471	0.604573159	7.620553429	0	0.512048537	7.952088905	10.42073161	10.97963399	0.204863268	7.618246739	0	0	12.26813202	0	10.29774514
gramd4b_LG19	18.63912616	9.045905795	8.704017933	22.45487207	9.446339406	14.28073973	17.40436466	5.082190038	19.77160132	16.79169536	5.232985532	6.680464571	7.984163042	8.938383415	18.18880062	22.10141175	9.883393177	13.04893299	6.915984974	12.32931455	5.209729446	5.489155195	14.50975582	5.414603752	17.14137035	15.3614561	5.301392604	8.370751622	1.951934931	17.41337774	6.645704602	15.57732736	16.53958555	5.555380537	9.480234659	6.221554356
gsr_LG19	32.90611161	42.73410669	45.49081071	34.07857055	36.58309624	34.61264037	25.38136513	27.33867745	37.60481036	40.06845927	26.16492766	31.49361869	28.03328357	24.06487842	46.62947068	26.37311319	34.07557946	34.22980972	121.029737	102.1571777	104.1945889	66.41877785	92.19740678	84.42771035	71.07954904	74.24703784	72.58829873	78.07007125	95.64481161	74.36536611	89.47387659	52.89046035	76.63341306	134.4865038	99.85847174	65.43358892
gtse1_LG19	10.12495742	8.578014116	13.30236703	26.28540906	6.526561771	7.50343952	9.06477326	5.257437971	9.304282974	14.47559945	5.593881086	4.962630825	7.274459661	4.641083696	11.40933857	15.41527038	6.933126557	11.15778328	12.67930579	9.12689519	3.850669591	8.416704632	11.7891766	4.211358474	14.39875109	8.363459435	6.320891181	5.295781638	5.36782106	14.95501853	6.807794958	13.76601023	16.35581238	6.018328915	17.85444194	5.363408928
hbp1_LG19	43.26118169	18.40373938	11.00319248	12.94457331	27.65201172	49.37747297	84.66498224	52.92487557	79.47408374	98.78149064	38.25492872	30.3483962	46.84042318	33.51893781	62.33798031	51.81759563	55.02247246	61.08413558	16.30196458	62.12693568	14.94965841	40.61974844	54.71387091	40.91033946	43.88190809	55.98397336	38.53704623	42.36625311	20.73930864	43.84073925	34.52524586	72.63381713	75.34700085	42.35977659	58.30344315	49.34336213
hprt1l_LG19	3.681802697	1.871566716	0.985360521	1.056699862	3.606784137	5.325021595	3.082022908	4.556446241	2.326070744	3.821558254	2.706716654	1.908704163	3.903368599	2.578379831	3.637760124	2.971618387	2.065186634	2.836724563	0.329332618	2.081572587	0.906039904	1.280802879	2.720579216	4.812981113	2.056964442	5.46185106	1.631197724	2.220811655	2.439918664	3.27781228	2.593445698	5.433951406	1.653958555	0.925896756	1.422035199	1.072681786
hrasa_LG19	9.894844749	14.34867816	14.28772755	14.39753562	12.53786867	12.34436824	11.05902338	15.42181805	8.916604517	11.46467476	9.383284402	12.21570664	11.00040241	13.40757512	9.09440031	11.3292951	8.260746536	10.59043837	15.14930042	7.685806475	10.87247884	10.97831039	8.766310808	8.422716947	10.74192542	8.534142281	13.45738122	12.9832066	13.41955265	6.145898025	11.34632493	8.69432225	9.18865864	16.8976158	9.63823857	13.08671778
hsp90b1_LG19	231.7234573	264.0468709	343.8908217	872.041561	163.8510508	202.8349135	149.7500542	118.1171064	158.1728106	259.7501565	124.1480705	279.6251599	180.6195106	133.5600753	419.4998834	342.8504714	191.7673303	354.5905703	649.9379212	386.2117754	379.6307197	344.1700307	330.7015181	186.3024772	460.3029318	333.0022318	450.0066722	156.3109742	161.5226155	247.4748272	221.2533361	250.5051598	383.1670653	349.0630771	331.966217	196.7298395
ice2_LG19	30.37487225	14.97253373	13.95927404	26.68167151	12.53786867	32.43422244	27.01302431	14.19508252	31.98347272	30.91988042	11.18776217	12.40657706	14.72634517	15.64217098	23.64544081	22.6585902	12.3911198	23.63937136	10.04464484	25.93959685	7.021809254	13.72288799	22.67149347	13.63677982	26.28343453	22.53013562	15.49637838	11.10405827	7.319755991	24.99331864	10.37378279	21.73580563	22.23655391	10.87928688	26.38665313	18.45012671
IDH2_LG19	242.998978	341.4049618	328.9461872	218.076434	397.0897583	250.0339685	206.6768303	293.1897908	211.6724377	167.2221248	304.5958475	318.7535953	293.9946258	240.4768923	175.1085442	197.4268966	302.1073019	281.9704215	461.0656649	191.664799	381.8958194	261.2837873	203.1365815	347.9384263	192.8975543	275.6527957	322.7732497	381.4671096	351.1042957	278.2043173	429.5394438	163.3808056	103.0967499	316.8881648	279.5089185	231.270193
idh3a_LG19	16.56811214	11.54132808	13.30236703	15.05797303	11.16385566	17.66938984	14.50363722	8.93764455	11.43651449	17.94974332	10.82686662	12.59744748	11.88753164	9.110275404	12.73216043	15.97244883	8.260746536	13.23804796	11.0326427	16.6525807	8.833889061	9.51453567	11.48689002	11.43083014	15.54150912	15.3614561	13.25348151	8.883246619	12.19959332	15.1598818	6.969885314	17.3886445	13.23166844	9.027493372	15.48438328	14.80300864
igf2b_LG19	12.65619677	14.97253373	11.82432625	5.151411827	10.13334591	10.89208963	19.39861478	10.33962801	6.784373002	11.34886997	13.53358327	8.589168735	11.00040241	18.22055081	7.110167515	11.88647355	12.68614647	10.4013234	10.70331008	18.89427425	10.19294892	16.28449374	11.48689002	15.44164774	14.6273027	20.14057578	23.652367	23.57476987	21.47128424	10.24316338	16.69530668	19.38109335	12.49657575	13.42550296	13.27232852	10.72681786
ikbkap_LG19	19.7896895	27.76157296	29.56081562	32.36143327	20.09494019	22.26827212	23.93100141	27.33867745	17.83320903	24.78222626	25.26268877	22.14096829	25.54932174	22.00217456	20.17303342	29.15900542	18.88170637	26.09786598	30.13393453	31.86407268	27.18119711	32.93493117	22.06692031	31.68545899	45.25321772	39.93978587	19.37047297	34.67882815	29.27902396	42.61155964	21.0717463	25.3584399	25.72824419	29.16574782	25.59663358	22.31178114
immp2l_LG19	11.7357461	7.018375186	7.718657412	15.58632296	4.63729389	12.82846111	10.15254605	5.257437971	14.15026369	10.19082201	4.691642201	5.916982906	7.274459661	6.703787561	11.24398584	12.0721997	5.162966585	14.75096773	7.080651283	10.24774197	2.718119711	5.306183355	10.58003029	4.211358474	15.99861233	11.77711635	6.728690612	4.270791644	2.68391053	11.06261645	5.348981753	12.86035166	14.51808065	6.018328915	11.5342855	6.436090713
irf7_LG19	21.17036551	9.045905795	9.853605207	16.90719779	13.91188167	20.33190063	17.40436466	12.79309906	31.01427658	24.08739748	12.09000106	13.55179956	12.41980918	9.62595137	30.09419739	23.4014948	21.24191966	27.2325558	14.16130257	42.43205658	12.68455865	16.46746558	35.66981639	17.24651565	35.88260193	30.21086367	17.73927525	22.20811655	10.49165025	46.50396173	9.725421369	30.61125959	48.88366397	12.49960621	36.97291517	12.014036
isl2a_LG19	15.64766146	10.13765305	15.27308807	6.73646162	15.97290118	9.681857445	9.971250586	11.04061974	10.07963989	10.19082201	15.15761326	11.6430954	11.53267995	11.68865523	8.102283913	5.386058327	17.55408639	14.9400827	11.69130793	7.845927444	7.701339182	11.16128223	5.138871853	14.23840246	10.0562706	8.875507972	12.43788265	17.76649324	21.22729237	14.13556546	14.4260417	8.69432225	6.248287875	22.22152215	7.742191638	13.5157905
itpr2_LG19	33.82656228	34.62398425	26.60473406	61.42067947	37.95710925	41.14789414	52.03179851	46.09020621	42.6446303	36.01529143	30.85656986	43.70932534	28.21070942	38.84758946	33.23589932	42.15983587	39.9761127	24.39583124	49.56455898	56.36258082	50.73823461	61.66151002	69.52591331	42.71520738	46.39597574	68.78518678	42.0033414	50.3953414	47.09043021	34.00730241	52.35518503	68.83005115	71.48776422	40.0450347	54.19534147	43.12180778
kcnj11_LG19	1.150563343	0.467891679	0.49268026	0.924612379	0.515254877	1.936371489	1.994250117	0.700991729	0.581517686	0.926438365	0.360895554	0.381740833	0.177425845	1.203243921	1.653527329	1.300083044	0.590053324	2.458494621	1.48199678	0.640483873	0	0.36594368	0.604573159	2.406490556	1.371309628	4.608436831	1.019498578	1.708316658	1.707943064	0.409726535	1.458813205	3.260370844	1.837731728	0.694422567	0.948023466	0.643609071
kif21a_LG19	26.00273155	10.60554472	10.51051222	22.58695955	9.618091031	22.02622569	32.2705928	8.762396618	12.98722832	18.2971577	11.36820995	9.3526504	8.339014733	10.31351932	17.52738969	17.64398417	5.162966585	13.42716293	14.65530149	21.29608878	5.209729446	10.79533855	21.76463373	15.04056598	39.310876	49.83939092	11.62228378	14.86235492	14.88350385	14.13556546	16.69530668	35.50181585	11.21016354	13.88845134	22.12054754	10.29774514
kif3a_LG19	23.70160486	25.73404235	31.53153666	27.07793396	25.24748896	22.51031856	23.20581954	18.75152876	26.16829587	23.39256871	20.93194213	22.14096829	23.0653599	22.8616345	21.16514981	25.25875629	28.61758621	31.39308516	35.0739238	38.90939528	37.37414603	25.06714205	25.69435927	35.69627659	34.5112923	34.64861766	30.1771579	28.52888818	35.62281249	30.52462686	19.77502345	25.3584399	17.82599776	25.92510917	34.6028565	20.81002664
kitlga_LG19	5.292591377	2.963313967	2.956081562	5.151411827	4.809045516	4.598882286	3.263318373	2.97921485	3.101427658	2.779315094	2.526268877	2.863056245	2.838813526	4.297299719	4.795229254	2.971618387	2.065186634	3.025839534	2.140662016	3.042298397	1.585569832	1.097831039	3.022865796	1.804867917	3.42827407	2.560242684	0.815598862	3.416633315	2.195926797	1.229179605	2.269264986	3.984897698	2.756597592	1.157370945	3.950097774	3.647118071
klb_LG19	62.13042052	73.77092139	107.896977	174.2233897	120.9131444	88.83104206	96.08659655	96.38636279	118.4357687	81.06335691	117.6519506	106.1239515	158.2638541	119.2930402	138.7309429	111.8071418	127.008978	114.4145574	74.75850424	101.1964519	106.6861987	100.6345119	109.1254552	82.0212198	37.48246316	45.06027124	72.99609816	71.06597295	77.34542163	81.53558047	69.37467243	63.39609974	124.9657575	55.55380537	70.4697443	81.73835206
klf13_LG19	0.690338006	0.311927786	0.328453507	0	1.374013004	2.662510797	6.707932212	2.102975188	2.713749201	6.485068553	0.541343331	0.190870416	0.887129227	0.687567955	2.645643727	2.785892238	2.065186634	0.945574854	1.811329398	2.882177428	0.679529928	4.757267835	2.116006057	0.401081759	3.42827407	0.512048537	1.631197724	3.929128312	0.243991866	0	1.134632493	8.69432225	9.18865864	4.629483781	6.004148617	6.436090713
kti12_LG19	23.01126686	12.63307533	13.13814028	22.58695955	20.61019507	29.28761877	18.49213745	15.94756184	25.78061741	21.19227759	17.50343437	14.31528122	14.90377101	12.54811518	23.31473534	20.98705486	19.91429969	24.0176013	14.65530149	32.82479849	14.72314844	17.9312403	29.32179822	25.06760996	24.91212491	23.72491554	15.08857895	23.06227488	14.39552011	30.52462686	13.12931885	29.88673273	29.0361613	20.13825445	28.28270007	16.30476314
kxd1_LG19	11.50563343	5.458736255	7.882884166	13.34083576	7.041816648	9.923903881	10.87772791	8.061404888	10.46731835	12.15950354	6.315672194	8.207427902	7.097033816	6.87567955	10.91328037	11.51502125	12.53863314	12.29247311	9.550645916	11.04834681	9.966438941	8.782648311	10.88231687	8.823798707	6.170893325	12.28916488	6.728690612	9.395741617	8.539715322	11.26747971	9.401240656	11.23016624	9.18865864	8.101596616	12.16630115	7.508772499
lactb_LG19	14.26698545	8.110122437	11.988553	20.47355982	10.82035241	19.84780776	15.04752361	7.710909023	16.47633443	13.2017467	9.383284402	11.07048415	8.339014733	10.82919529	19.67697522	15.78672268	9.588366515	19.28972703	8.397981754	16.01209682	8.154359133	6.769958073	17.53262162	10.62866662	25.59777972	11.26506781	9.787186345	6.320771633	6.831772258	20.28146348	6.159433533	12.13582481	18.19354411	9.027493372	14.53635981	7.937845213
ldha_LG19	83.76101137	71.74339079	50.91029357	93.51793778	58.56730432	70.67755935	46.41163909	25.58619812	50.01052099	131.9016622	26.52582321	66.6137753	21.29110145	62.22489993	54.40104913	44.01709736	34.07557946	43.4964433	39.35524783	36.18733882	27.86072704	16.83340926	22.36920689	18.65030181	55.53803993	25.0903783	16.10807753	22.72061155	30.98696703	55.31308223	34.52524586	22.82259591	32.71162476	21.75857377	35.70888388	16.30476314
ldlrad3_LG19	2.991464692	1.55963893	1.313814028	2.113399724	3.09152926	5.082975159	5.982750351	1.577231391	4.845980716	7.8747261	2.3458211	1.717833747	2.129110145	2.922163809	2.480290994	2.971618387	1.47513331	2.080264679	2.305328325	4.163145174	2.038589783	2.195662078	3.929725535	4.010817594	6.856548139	6.315265288	4.689693457	3.587464981	1.707943064	3.072949013	1.782993918	3.07923913	2.940370765	1.388845134	2.528062576	1.716290857
