"id" "strain" "genotype" "response"
606501 "A1b/125A" "E4" 13.4076473560128
498972 "A1b/135S" "E4" 29.839734001386
977032 "A1b/138E" "E4" 24.2738685432583
368729 "A1b/129J" "C46" 23.0859502316119
410066 "A1b/130Y" "D31" 31.7768164841393
460645 "A1b/116G" "C46" 1.29341757630104
795252 "A1b/116G" "E4" 16.4575128258836
853764 "A1b/129J" "E4" 23.8227925844071
706621 "A1b/162F" "D31" 14.8368353809834
49460 "A1b/127N" "D31" 15.9006530737137
654775 "A1b/138E" "E4" 25.9365891895079
631787 "A1b/109W" "E4" 1.452738287393
588646 "A1b/125A" "C46" 18.3050478119028
129181 "A1b/129J" "E4" 17.3322504427383
743316 "A1b/116G" "C46" 15.285696855273
511175 "A1b/109W" "C46" 16.0511623908249
3469 "A1b/109W" "C46" 11.1571541641463
899837 "A1b/109W" "E4" 27.9651154068508
742919 "A1b/116G" "E4" 17.3136677765709
159717 "A1b/109W" "C46" 19.6325494498369
997584 "A1b/109W" "C46" 7.47600313759943
4085 "A1b/109W" "D31" 29.030774765863
574520 "A1b/109W" "D31" 22.8837404709239
893440 "A1b/165Q" "D31" 56.6039045452238
635230 "A1b/109W" "D31" 36.2369437238354
936577 "A1b/166P" "E4" 19.5521255717492
127400 "A1b/109W" "C46" 7.53396990825004
785158 "A1b/109W" "D31" 24.5834944361674
118356 "A1b/135S" "C46" 21.9924236705992
29242 "A1b/178V" "E4" 22.8945471685222
923655 "A1b/125A" "D31" 19.5646885072703
93109 "A1b/135S" "E4" 17.8989445540418
612165 "A1b/109W" "C46" 0.541696901898831
220260 "A1b/129J" "D31" 45.4447942607055
477709 "A1b/116G" "E4" 18.3440588181065
691849 "A1b/109W" "E4" 20.1347961717682
256357 "A1b/109W" "C46" 14.2140975896339
603381 "A1b/199D" "D31" 19.4824945032665
20049 "A1b/109W" "C46" 19.9831599873822
891837 "A1b/116G" "C46" 23.5826339795125
70827 "A1b/109W" "E4" 12.83467460622
431603 "A1b/109W" "C46" 1.27691158652306
656902 "A1b/161Z" "D31" 30.000552028759
61878 "A1b/127N" "D31" 20.4561591965176
173014 "A1b/116G" "C46" 20.2476150028224
21597 "A1b/116G" "C46" 19.8997580711427
86243 "A1b/109W" "C46" 9.75501715631454
129676 "A1b/109W" "C46" 6.00604824659726
919455 "A1b/116G" "D31" 13.8646158204099
983558 "A1b/156M" "E4" 5.34493384977697
592666 "A1b/161Z" "E4" 9.33524297709759
422349 "A1b/116G" "E4" 25.4772735818943
872435 "A1b/130Y" "E4" 15.6080422589419
543009 "A1b/138E" "E4" 21.9325280329843
197040 "A1b/109W" "D31" 25.9643842976802
947166 "A1b/109W" "E4" 5.23539811042621
999901 "A1b/109W" "C46" 6.4477686233917
599612 "A1b/109W" "E4" 7.35193455709433
615253 "A1b/162F" "C46" 13.9844220324127
320291 "A1b/116G" "C46" 15.936656767962
212445 "A1b/109W" "D31" 22.3852226119582
261531 "A1b/170T" "D31" 26.6590541052093
513447 "A1b/130Y" "E4" 22.905061308088
45742 "A1b/125A" "D31" 36.6253780338885
920979 "A1b/161Z" "C46" 20.2093412039987
458816 "A1b/138E" "C46" 0.341394273564219
513729 "A1b/109W" "E4" 1.92071426846087
463714 "A1b/125A" "D31" 28.561134645548
428904 "A1b/178V" "D31" 24.7893266462563
798198 "A1b/172U" "D31" 24.1655947392464
562439 "A1b/162F" "D31" 24.1622039599827
994334 "A1b/109W" "C46" 10.4294023686967
858347 "A1b/127N" "C46" 18.5828824927461
400956 "A1b/109W" "C46" 15.7401457459187
19384 "A1b/165Q" "D31" 37.6090627366556
215377 "A1b/200H" "D31" 21.0836695448615
911620 "A1b/172U" "E4" 12.7932712702965
962285 "A1b/109W" "C46" 15.093763076772
250452 "A1b/156M" "C46" 14.8601121253902
684888 "A1b/116G" "E4" 11.0038535141931
94173 "A1b/109W" "E4" 13.9031250220753
146396 "A1b/138E" "E4" 11.7464537134779
415636 "A1b/178V" "E4" 21.8738815861244
636656 "A1b/109W" "C46" 6.48065532086317
779360 "A1b/125A" "E4" 22.7640989650442
229572 "A1b/116G" "D31" 26.8173335947062
670471 "A1b/109W" "D31" 27.0829177069432
380153 "A1b/161Z" "C46" 13.6933268560673
400155 "A1b/178V" "C46" 25.1270262151686
164003 "A1b/109W" "E4" 7.61750237908328
589924 "A1b/130Y" "C46" 8.26772397824082
138496 "A1b/109W" "C46" 17.4071691681257
349673 "A1b/109W" "E4" 8.39413821147647
441415 "A1b/161Z" "C46" 26.478191773331
807883 "A1b/178V" "C46" 28.1164412498364
370142 "A1b/166P" "E4" 1.22360287792981
551555 "A1b/116G" "D31" 30.6325046997012
244048 "A1b/138E" "E4" 22.3923799612404
722781 "A1b/109W" "D31" 27.7248497218577
455934 "A1b/109W" "E4" 13.7218295326562
395146 "A1b/178V" "E4" 34.7794502808622
281156 "A1b/109W" "E4" 10.746054973321
216425 "A1b/125A" "E4" 17.9253280924116
565777 "A1b/127N" "E4" 1.75438969582319
127685 "A1b/125A" "E4" 4.12571925734075
521425 "A1b/116G" "D31" 31.7015849553067
436892 "A1b/156M" "E4" 17.3837086064131
100895 "A1b/161Z" "E4" 10.5522931751351
285902 "A1b/129J" "D31" 28.8441282610538
831759 "A1b/109W" "E4" 22.5962340228556
352195 "A1b/116G" "C46" 28.6172550545947
271836 "A1b/129J" "E4" 24.0115617550473
264783 "A1b/129J" "E4" 21.594114888084
845357 "A1b/161Z" "E4" 21.6837285364879
698944 "A1b/116G" "D31" 37.5115471550388
896067 "A1b/161Z" "D31" 21.7244088414782
112257 "A1b/109W" "C46" 14.0862343575729
442342 "A1b/116G" "E4" 14.1296765632361
942749 "A1b/170T" "D31" 25.6192538014401
220364 "A1b/184I" "D31" 15.8454352327699
177325 "A1b/116G" "D31" 28.5364233916707
175262 "A1b/109W" "C46" 7.84100130333761
694555 "A1b/125A" "D31" 22.7290512241114
92786 "A1b/109W" "C46" 16.1103718098299
903681 "A1b/127N" "D31" 20.1665256203421
823628 "A1b/161Z" "E4" 21.0029450941665
368543 "A1b/125A" "D31" 35.2745277506369
60966 "A1b/109W" "E4" 0.705720514990389
183107 "A1b/116G" "C46" 10.77904641988
60746 "A1b/116G" "C46" 31.9304222143587
205647 "A1b/200H" "E4" 16.9941914793193
838701 "A1b/109W" "D31" 16.8910912148378
504579 "A1b/172U" "E4" 16.1074615445259
614512 "A1b/109W" "E4" 8.60775348189344
910137 "A1b/109W" "E4" 20.5956386255345
96889 "A1b/116G" "E4" 20.1353643054207
477704 "A1b/129J" "D31" 41.3935157692408
343494 "A1b/109W" "D31" 26.6608213760338
959969 "A1b/125A" "C46" 2.71455619912218
198913 "A1b/165Q" "E4" 24.6863718227354
816185 "A1b/109W" "E4" 1.87257292840478
341748 "A1b/109W" "E4" 5.09145688748825
457569 "A1b/130Y" "C46" 12.4412717869215
757713 "A1b/109W" "C46" 12.0920780019444
343096 "A1b/116G" "E4" 20.6730714988272
233293 "A1b/162F" "D31" 25.3287743745617
649105 "A1b/166P" "D31" 27.9254198283726
439685 "A1b/199D" "C46" 20.3504751741764
817132 "A1b/178V" "E4" 22.7700046692632
827371 "A1b/178V" "C46" 28.6293613125467
218789 "A1b/109W" "D31" 22.943088061513
405864 "A1b/172U" "D31" 34.6815818428776
349230 "A1b/109W" "E4" 5.64228836432701
422622 "A1b/109W" "C46" 12.8646932470707
693288 "A1b/130Y" "E4" 11.8003227843055
15910 "A1b/109W" "D31" 7.83271615342156
742611 "A1b/127N" "D31" 23.1983548380197
676166 "A1b/125A" "C46" 17.1512669216628
404841 "A1b/127N" "E4" 13.7729892083006
653640 "A1b/129J" "C46" 21.822946187595
906820 "A1b/109W" "D31" 2.54344878146159
203699 "A1b/109W" "C46" 12.6478477586305
37121 "A1b/109W" "C46" 5.41172193213076
100066 "A1b/129J" "D31" 24.5743292462784
766075 "A1b/165Q" "C46" 1.02424352695036
862283 "A1b/125A" "D31" 22.8947654977703
768247 "A1b/109W" "E4" 12.8360408029824
205600 "A1b/127N" "D31" 32.7644845898334
766640 "A1b/130Y" "D31" 21.7306703914707
46632 "A1b/109W" "C46" 16.2813198188165
735021 "A1b/156M" "E4" 17.1298935699723
460409 "A1b/165Q" "D31" 44.3580323571337
603702 "A1b/116G" "E4" 6.65589765820339
312943 "A1b/127N" "C46" 1.27496255520863
796500 "A1b/127N" "E4" 13.6117154284953
56044 "A1b/156M" "C46" 5.93501505273151
871498 "A1b/125A" "D31" 16.2000072381685
554665 "A1b/109W" "E4" 17.7630805256635
731941 "A1b/184I" "C46" 13.0999340490558
926047 "A1b/127N" "C46" 25.8469669626544
749590 "A1b/130Y" "C46" 16.2080817014844
171585 "A1b/127N" "E4" 15.9912692337995
191218 "A1b/129J" "D31" 26.9647899291707
783856 "A1b/200H" "E4" 9.37355067746202
512991 "A1b/129J" "C46" 12.5981738052134
383845 "A1b/138E" "E4" 26.0498245841509
937811 "A1b/109W" "E4" 2.06922284487827
964283 "A1b/109W" "D31" 7.46988517472472
756654 "A1b/129J" "E4" 33.3827210581042
484967 "A1b/116G" "E4" 20.8421812359551
528709 "A1b/184I" "D31" 28.8567819448907
500160 "A1b/109W" "D31" 32.2993897556435
316402 "A1b/167B" "C46" 13.31243989317
781140 "A1b/127N" "C46" 7.57056747686989
564982 "A1b/199D" "D31" 30.5495785857081
440573 "A1b/116G" "C46" 14.7719719458657
850671 "A1b/165Q" "D31" 44.7916195367261
745511 "A1b/109W" "E4" 0.659916263073683
568114 "A1b/109W" "C46" 14.2068924584279
408494 "A1b/127N" "E4" 14.5994569975115
972005 "A1b/116G" "E4" 15.0942046740551
165850 "A1b/109W" "D31" 29.252299226343
262316 "A1b/109W" "E4" 10.0789799384523
684270 "A1b/172U" "D31" 32.0132862649333
345244 "A1b/109W" "D31" 25.1159630626515
947000 "A1b/170T" "C46" 13.7144347194873
916839 "A1b/125A" "C46" 6.9828352564099
244289 "A1b/135S" "C46" 22.4608324762756
253394 "A1b/199D" "C46" 15.6485549731772
219818 "A1b/109W" "C46" 13.2387245713649
746530 "A1b/109W" "D31" 23.9442677873029
876884 "A1b/125A" "D31" 37.2784950061357
515482 "A1b/116G" "C46" 20.3420140298219
23659 "A1b/116G" "D31" 21.855358738979
684179 "A1b/135S" "C46" 13.7628819365471
523641 "A1b/178V" "D31" 33.2913010384169
691239 "A1b/109W" "C46" 12.6105044315302
617937 "A1b/135S" "D31" 26.5619275338816
775317 "A1b/125A" "C46" 17.9061256278498
437571 "A1b/129J" "E4" 22.8045548254394
721541 "A1b/135S" "C46" 19.9324990065726
396227 "A1b/109W" "E4" 3.62129254968682
654239 "A1b/109W" "C46" 8.67462748416283
885991 "A1b/109W" "E4" 10.2850431756129
106492 "A1b/109W" "E4" 26.8543049197193
349128 "A1b/162F" "D31" 22.90325689302
181276 "A1b/130Y" "E4" 22.7336909760119
490700 "A1b/127N" "C46" 8.46410462095878
216491 "A1b/170T" "E4" 6.22756339335252
263945 "A1b/109W" "E4" 10.6405265225658
617019 "A1b/109W" "E4" 13.9516220094568
622842 "A1b/109W" "D31" 31.1995514818359
453317 "A1b/109W" "C46" 0.974055742379278
1862 "A1b/116G" "C46" 19.0548149521124
920636 "A1b/178V" "E4" 27.6654174501057
864961 "A1b/125A" "C46" 2.54132254497035
280597 "A1b/166P" "E4" 6.53139623379927
846627 "A1b/109W" "E4" 7.65415118971569
425838 "A1b/109W" "C46" 18.2129270127302
514248 "A1b/166P" "C46" 12.6589532222019
20106 "A1b/167B" "C46" 22.1427111015682
523484 "A1b/109W" "C46" 8.18835233820376
998063 "A1b/172U" "D31" 31.0173564876922
317915 "A1b/135S" "D31" 32.472151730703
488352 "A1b/178V" "E4" 23.3279316668097
658146 "A1b/135S" "E4" 25.26599154622
288364 "A1b/109W" "E4" 10.1385737204614
565001 "A1b/109W" "D31" 19.5901166795139
205716 "A1b/200H" "E4" 10.3665146117573
353847 "A1b/109W" "E4" 14.5464990353834
671474 "A1b/138E" "E4" 19.9720327334213
489667 "A1b/199D" "E4" 14.6891266832883
796528 "A1b/127N" "E4" 10.7884161896692
204203 "A1b/109W" "D31" 19.0056339598166
850614 "A1b/161Z" "E4" 19.5752015359186
571495 "A1b/125A" "E4" 16.2995481166834
657986 "A1b/130Y" "E4" 21.0632395493058
139884 "A1b/125A" "C46" 16.1364314168013
671586 "A1b/129J" "D31" 38.2194267105698
520949 "A1b/125A" "D31" 17.888933880156
832487 "A1b/200H" "E4" 13.7101623858164
290023 "A1b/127N" "D31" 22.2218847204139
471409 "A1b/116G" "C46" 11.318758664429
49852 "A1b/127N" "C46" 25.4762538206653
665641 "A1b/116G" "C46" 29.3682684780455
295239 "A1b/161Z" "D31" 28.4369888010731
980545 "A1b/162F" "D31" 32.2202337012226
63731 "A1b/109W" "E4" 10.2001973463961
576275 "A1b/130Y" "D31" 36.3966329020132
527746 "A1b/109W" "E4" 10.262453211288
330200 "A1b/116G" "D31" 34.5583773345406
506073 "A1b/130Y" "D31" 24.1318332464992
368905 "A1b/135S" "E4" 21.8624854584755
13962 "A1b/135S" "C46" 30.2845274374575
564501 "A1b/109W" "C46" 2.63602821045911
428874 "A1b/199D" "C46" 3.60644737019042
594687 "A1b/125A" "E4" 10.8396580969492
231927 "A1b/125A" "D31" 22.9960340087618
854950 "A1b/116G" "C46" 13.7911520952931
874779 "A1b/130Y" "D31" 22.9344056043055
731035 "A1b/172U" "E4" 28.4105946774226
513716 "A1b/109W" "E4" 7.07950906957176
521456 "A1b/109W" "D31" 24.2160444864422
514671 "A1b/109W" "E4" 16.5878667139206
697803 "A1b/109W" "C46" 12.1628897164428
375947 "A1b/109W" "D31" 23.5683605471612
436613 "A1b/125A" "C46" 2.55849598544361
457502 "A1b/109W" "D31" 27.0138543139788
925351 "A1b/166P" "E4" 17.8579964885969
157289 "A1b/109W" "D31" 21.55207363961
291372 "A1b/109W" "D31" 20.798450794303
320655 "A1b/167B" "D31" 10.7385843257421
695980 "A1b/116G" "D31" 34.9528863232645
383349 "A1b/129J" "C46" 28.8633856987367
328859 "A1b/109W" "D31" 37.5637679850387
953071 "A1b/125A" "D31" 28.948957240265
355305 "A1b/125A" "E4" 14.9545613460316
945473 "A1b/116G" "D31" 30.1482152304143
415315 "A1b/135S" "C46" 20.7578788088522
878354 "A1b/129J" "E4" 16.1040720940133
858303 "A1b/138E" "C46" 22.4316753581309
418337 "A1b/130Y" "E4" 26.4451650402916
644177 "A1b/116G" "C46" 19.9470795784264
968650 "A1b/130Y" "E4" 27.8682639052291
1144 "A1b/116G" "E4" 8.3542552714514
646412 "A1b/127N" "D31" 32.587038174539
665054 "A1b/116G" "E4" 17.2631271488901
149107 "A1b/165Q" "C46" 15.4332222248285
567890 "A1b/109W" "E4" 9.05074995064734
246884 "A1b/170T" "D31" 39.3084808383517
164896 "A1b/125A" "E4" 6.27929928139867
178656 "A1b/129J" "E4" 26.2885269449107
835641 "A1b/109W" "E4" 13.3549056583736
791267 "A1b/130Y" "E4" 15.3985070391051
565842 "A1b/167B" "D31" 26.3328824241957
325178 "A1b/109W" "C46" 3.80844084764807
46071 "A1b/109W" "D31" 24.0479740378823
570850 "A1b/166P" "E4" 10.2797407613447
870719 "A1b/129J" "D31" 31.6738985015538
58825 "A1b/129J" "E4" 9.49896247998242
151974 "A1b/116G" "E4" 22.905266817937
273979 "A1b/109W" "E4" 14.1503020377212
368441 "A1b/109W" "D31" 14.9199210382814
180253 "A1b/125A" "E4" 27.0754328850697
62980 "A1b/109W" "E4" 5.05856531679838
886809 "A1b/166P" "E4" 6.9405481216445
75693 "A1b/109W" "D31" 16.2555964993133
344207 "A1b/127N" "E4" 9.45898822407409
595999 "A1b/138E" "E4" 5.75273521945769
311237 "A1b/135S" "D31" 47.5150130935675
793620 "A1b/109W" "D31" 29.1278769798742
588055 "A1b/178V" "C46" 27.5996583368727
776220 "A1b/109W" "C46" 12.9378173433641
279969 "A1b/138E" "C46" 22.9717884217493
733367 "A1b/172U" "D31" 31.1366289843186
826821 "A1b/109W" "D31" 30.836979596783
583339 "A1b/129J" "D31" 37.7424716116505
818010 "A1b/109W" "C46" 8.45189940039196
147148 "A1b/170T" "D31" 43.0878436758991
260285 "A1b/125A" "E4" 21.4712939540711
445969 "A1b/162F" "D31" 14.6568233089441
82525 "A1b/156M" "D31" 25.1097122539428
684223 "A1b/199D" "D31" 27.0195410883277
36851 "A1b/125A" "E4" 24.5604627895574
206165 "A1b/167B" "D31" 33.355147981453
450869 "A1b/130Y" "E4" 27.5052291450998
393404 "A1b/109W" "D31" 15.7018850077666
803784 "A1b/109W" "D31" 9.12620630281991
649490 "A1b/109W" "E4" 10.2916997728967
616949 "A1b/138E" "D31" 30.1865024209131
334101 "A1b/129J" "C46" 26.4274922609131
289971 "A1b/116G" "C46" 29.9979206809648
654507 "A1b/162F" "D31" 23.5134925521967
326832 "A1b/125A" "D31" 14.7579173426688
409786 "A1b/125A" "D31" 23.9854575874646
987592 "A1b/125A" "C46" 23.0213771852962
975247 "A1b/129J" "C46" 10.9628170709458
39231 "A1b/200H" "E4" 12.4959298294863
865575 "A1b/135S" "D31" 28.906954654649
830668 "A1b/109W" "E4" 17.5929983653294
887092 "A1b/166P" "C46" 23.3685783524197
388093 "A1b/170T" "D31" 33.7918115740412
421729 "A1b/109W" "E4" 15.7581971826828
493931 "A1b/109W" "D31" 19.5429690981393
863127 "A1b/129J" "C46" 19.5306451971085
203377 "A1b/170T" "E4" 21.3732519053771
736560 "A1b/116G" "E4" 13.3077998750357
735795 "A1b/138E" "D31" 39.3597645796938
331818 "A1b/135S" "E4" 17.9814136710114
524066 "A1b/138E" "E4" 22.0501560882775
547820 "A1b/200H" "C46" 8.09189325313724
254322 "A1b/138E" "D31" 47.1709313077109
201619 "A1b/135S" "E4" 30.4268008682269
794268 "A1b/166P" "C46" 16.2312936008089
785146 "A1b/109W" "E4" 6.81063813957442
372217 "A1b/127N" "D31" 22.339074418484
834752 "A1b/167B" "C46" 17.3396990543947
621288 "A1b/129J" "E4" 32.075697724982
522246 "A1b/127N" "E4" 6.57905392700941
425636 "A1b/127N" "E4" 19.7532351009105
185061 "A1b/127N" "D31" 35.65439059765
34353 "A1b/200H" "D31" 26.5791621443589
966499 "A1b/109W" "C46" 7.1626595344592
52195 "A1b/116G" "D31" 20.5973115901335
313922 "A1b/162F" "D31" 19.4543653752407
451675 "A1b/129J" "C46" 4.86821252925805
305786 "A1b/109W" "E4" 2.12475407679083
422931 "A1b/161Z" "C46" 13.1907875355095
696694 "A1b/116G" "D31" 21.6121421025846
913607 "A1b/109W" "C46" 6.04498546755237
964205 "A1b/109W" "E4" 27.121935159935
138332 "A1b/116G" "E4" 12.5294416190798
367427 "A1b/172U" "D31" 46.028788763228
182125 "A1b/184I" "E4" 14.3589261622572
773737 "A1b/109W" "D31" 16.7475148017613
925170 "A1b/125A" "E4" 13.3072862933064
588328 "A1b/127N" "C46" 25.325495560224
313083 "A1b/127N" "D31" 27.1164333343009
509955 "A1b/109W" "D31" 23.0443647812618
289134 "A1b/135S" "C46" 17.9861216681602
127408 "A1b/156M" "E4" 13.972228071957
200171 "A1b/178V" "C46" 20.9538956976568
817344 "A1b/167B" "C46" 15.5921592800547
106242 "A1b/165Q" "E4" 9.32917657526738
552564 "A1b/178V" "D31" 39.1673181786134
998312 "A1b/127N" "E4" 12.9148672387098
399587 "A1b/125A" "E4" 7.29989471572843
345627 "A1b/138E" "E4" 6.70632163722709
995875 "A1b/125A" "C46" 9.59914072973991
689531 "A1b/109W" "D31" 17.8485963888852
887293 "A1b/109W" "C46" 14.9555908382002
22500 "A1b/109W" "E4" 14.131282617132
894740 "A1b/200H" "E4" 13.6846717157897
557371 "A1b/109W" "D31" 28.1459109174151
289728 "A1b/109W" "D31" 23.1129124564569
97237 "A1b/116G" "C46" 10.8632559266695
805085 "A1b/109W" "E4" 22.3127221158637
251904 "A1b/178V" "E4" 19.5946304208003
23799 "A1b/109W" "E4" 11.9918111961944
611320 "A1b/109W" "C46" 6.31043462310874
789331 "A1b/129J" "D31" 24.7090758127106
180221 "A1b/109W" "C46" 8.51084167383477
897660 "A1b/125A" "C46" 12.7014727608564
130286 "A1b/109W" "D31" 18.7437653356175
857015 "A1b/125A" "E4" 16.1036561436736
170478 "A1b/116G" "E4" 26.6108449140079
954039 "A1b/130Y" "D31" 23.6097579794601
889271 "A1b/161Z" "E4" 22.4755799926497
634675 "A1b/109W" "C46" 7.70863533390131
551623 "A1b/166P" "C46" 18.6872681593723
223996 "A1b/135S" "C46" 20.6952606882883
142981 "A1b/129J" "E4" 19.2701577546356
771049 "A1b/156M" "E4" 14.9860013681742
939336 "A1b/109W" "C46" 12.7450281578096
217387 "A1b/109W" "D31" 25.1252227943135
758099 "A1b/161Z" "C46" 8.8823950936462
280848 "A1b/125A" "C46" 29.2347818996566
951238 "A1b/109W" "C46" 3.95492797323648
128771 "A1b/135S" "E4" 24.4035064966681
693918 "A1b/156M" "E4" 1.56993169272458
332267 "A1b/135S" "D31" 33.9129381058298
875369 "A1b/184I" "C46" 10.7615561947599
880421 "A1b/127N" "D31" 21.28094849887
389305 "A1b/129J" "C46" 17.1218458654956
621747 "A1b/109W" "E4" 26.0717429758253
530236 "A1b/125A" "C46" 3.86887400579046
207660 "A1b/109W" "E4" 14.3557328096072
760484 "A1b/125A" "C46" 25.5228317304358
899689 "A1b/116G" "D31" 49.4681905653852
146466 "A1b/109W" "E4" 17.4372780753393
170868 "A1b/135S" "E4" 27.8819502305609
466971 "A1b/116G" "E4" 12.4399280054201
671575 "A1b/109W" "C46" 6.42535840597187
38697 "A1b/130Y" "D31" 18.0069144694874
231114 "A1b/116G" "D31" 38.4346676819695
851766 "A1b/109W" "C46" 10.6596383260894
593763 "A1b/116G" "C46" 2.90457104439112
618092 "A1b/156M" "C46" 12.7895209431228
146712 "A1b/172U" "D31" 39.1635678966917
755749 "A1b/161Z" "E4" 19.0125615568446
419300 "A1b/109W" "D31" 11.0416039079312
34480 "A1b/125A" "C46" 2.52994227314055
607694 "A1b/129J" "C46" 11.9419325495582
778186 "A1b/116G" "D31" 30.0670893147205
247338 "A1b/125A" "C46" 25.1791809981623
783639 "A1b/116G" "E4" 24.9963263220332
920334 "A1b/109W" "E4" 13.2782436398671
6023 "A1b/127N" "D31" 28.8294546207958
688062 "A1b/109W" "D31" 26.7312826809025
937968 "A1b/109W" "C46" 1.19888244755566
400922 "A1b/156M" "C46" 22.3025304781126
484908 "A1b/127N" "D31" 29.0417609972871
770686 "A1b/135S" "E4" 29.2101959399606
431207 "A1b/172U" "D31" 41.3370344487467
138504 "A1b/109W" "C46" 14.7256419732999
305825 "A1b/116G" "C46" 14.2482893985792
885585 "A1b/156M" "C46" 6.27537489527771
233808 "A1b/138E" "D31" 23.2298870374587
20205 "A1b/184I" "E4" 15.3517679202001
316745 "A1b/156M" "E4" 4.79389381923344
473763 "A1b/109W" "C46" 1.48935492569581
920820 "A1b/116G" "D31" 29.5105695832661
278153 "A1b/129J" "C46" 21.3870054364078
643896 "A1b/125A" "D31" 22.5511106933359
673158 "A1b/172U" "C46" 19.8874444937775
984180 "A1b/109W" "D31" 13.5587943232613
381646 "A1b/135S" "E4" 34.2479734912463
122630 "A1b/156M" "C46" 8.30797738956925
918101 "A1b/116G" "E4" 12.4596023725599
665157 "A1b/130Y" "D31" 32.3592980145948
987380 "A1b/116G" "C46" 15.914408184922
422621 "A1b/109W" "D31" 28.9454887861975
123739 "A1b/109W" "E4" 8.59466609633673
427899 "A1b/109W" "D31" 19.832246333055
274519 "A1b/130Y" "C46" 17.013619419634
823808 "A1b/172U" "D31" 19.2813991581638
638642 "A1b/109W" "C46" 0.557924061547965
213990 "A1b/109W" "C46" 16.2719269300505
963835 "A1b/127N" "D31" 37.1052386845298
588506 "A1b/116G" "E4" 9.42223842817287
857186 "A1b/116G" "E4" 21.9313310444714
963593 "A1b/116G" "E4" 26.6006930207223
13730 "A1b/125A" "D31" 6.89268601574509
82442 "A1b/116G" "C46" 17.9257025584625
816055 "A1b/116G" "E4" 19.9350562341828
35874 "A1b/135S" "C46" 27.5618576617787
699997 "A1b/184I" "C46" 19.4256372622494
124152 "A1b/161Z" "D31" 40.1216312710593
892204 "A1b/138E" "D31" 34.3875066286532
339202 "A1b/109W" "C46" 7.34893242110652
786082 "A1b/109W" "C46" 3.24464060080024
973588 "A1b/109W" "C46" 16.1379158797724
916853 "A1b/109W" "C46" 17.3768933045131
426895 "A1b/138E" "C46" 29.4723071876069
75168 "A1b/109W" "E4" 8.99030611998353
483395 "A1b/162F" "E4" 1.44892478967085
420465 "A1b/109W" "C46" 12.0506696770182
376120 "A1b/109W" "E4" 5.22760184314898
971333 "A1b/129J" "E4" 16.774070898384
933890 "A1b/109W" "D31" 20.7025567675933
694552 "A1b/116G" "E4" 27.8708901857091
20539 "A1b/129J" "E4" 23.8326401909002
586827 "A1b/109W" "C46" 12.2356525243909
721213 "A1b/199D" "E4" 11.5294839643542
350976 "A1b/156M" "D31" 25.9130676479505
938468 "A1b/109W" "E4" 7.85112173505294
184631 "A1b/116G" "C46" 25.30632086594
751775 "A1b/172U" "D31" 36.3582510240727
412605 "A1b/138E" "C46" 29.1365236099594
707194 "A1b/170T" "E4" 17.5587842624415
414576 "A1b/162F" "E4" 16.2110992386982
806467 "A1b/127N" "E4" 19.4422757996082
15221 "A1b/109W" "D31" 23.2424767695522
623345 "A1b/116G" "C46" 21.7546100656509
62265 "A1b/116G" "E4" 17.0522791154492
830640 "A1b/109W" "E4" 24.0147291814509
743918 "A1b/167B" "D31" 25.5619580971508
430976 "A1b/116G" "C46" 23.0531010736463
276649 "A1b/130Y" "D31" 27.2938838101728
129670 "A1b/109W" "C46" 8.91854112300805
929877 "A1b/116G" "D31" 24.9771262702884
721643 "A1b/125A" "D31" 25.1169669398299
326740 "A1b/165Q" "D31" 52.1419306672811
576804 "A1b/167B" "C46" 16.0220769178365
941964 "A1b/116G" "E4" 23.4709549647368
822635 "A1b/116G" "D31" 32.838289477788
134865 "A1b/166P" "E4" 11.3450409393927
444263 "A1b/135S" "D31" 32.7070871413991
752315 "A1b/166P" "C46" 12.3894641466895
153795 "A1b/129J" "D31" 43.3277122972449
215883 "A1b/161Z" "C46" 18.0865663877057
879017 "A1b/130Y" "E4" 30.3900844249845
828863 "A1b/130Y" "E4" 24.1454987246562
401643 "A1b/199D" "D31" 36.9004640502072
790879 "A1b/129J" "D31" 46.4716727998056
374622 "A1b/109W" "C46" 17.5185442395224
577041 "A1b/199D" "E4" 11.6030102543511
995149 "A1b/127N" "C46" 13.4208563227756
497599 "A1b/129J" "E4" 19.2972642347615
719361 "A1b/116G" "C46" 20.3991463439958
565994 "A1b/156M" "E4" 11.1369353920258
982795 "A1b/172U" "D31" 34.5731127990818
569855 "A1b/116G" "C46" 17.6240327625318
148140 "A1b/129J" "E4" 16.6128871295979
991590 "A1b/125A" "C46" 1.71694165871476
441650 "A1b/116G" "D31" 28.2577504284547
297619 "A1b/116G" "D31" 33.9925274161696
402845 "A1b/109W" "D31" 22.0378497299659
419326 "A1b/125A" "D31" 33.4953883419434
381793 "A1b/130Y" "C46" 9.38961707027734
787282 "A1b/109W" "D31" 18.1766607733013
576375 "A1b/127N" "D31" 18.0376488968043
774292 "A1b/135S" "E4" 32.3622269431104
124294 "A1b/109W" "D31" 25.8215229005346
865440 "A1b/125A" "E4" 21.1712593349072
764910 "A1b/109W" "E4" 6.47022220268198
262494 "A1b/109W" "C46" 18.1286698691125
362451 "A1b/109W" "D31" 16.7820470513306
787173 "A1b/127N" "E4" 24.3174460345452
246893 "A1b/138E" "E4" 25.9067804093532
76385 "A1b/135S" "E4" 26.6097818200045
593810 "A1b/138E" "D31" 28.2302353674245
