"gender"	"age"	"mount_height"	"weight_tv"	"length_of_stay"	"channel"
"635"	1	37	5	71	14.317829767337	3
"636"	1	24	5	4	4.60708770364632	3
"637"	1	29	2	61	9.75584465959199	4
"638"	2	19	4	30	9.67843120026143	3
"639"	2	44	6	54	13.0221781231581	4
"640"	1	9	3	68	14.9293099189258	1
"641"	1	15	2	0	1.91142846680233	2
"642"	1	3	6	46	15.9991968756765	2
"643"	1	32	3	27	6.13169685165038	2
"644"	1	9	6	57	17.4726432542778	1
"645"	2	24	3	15	4.84917458424038	2
"646"	2	32	4	67	12.8736714659696	4
"647"	1	29	7	36	12.782818600985	4
"648"	2	34	4	91	16.6918863735231	2
"649"	2	50	2	33	2.50576731074762	1
"650"	1	33	6	81	17.0795741638185	3
"651"	2	7	6	28	12.4290471867563	1
"652"	1	20	0	46	4.8835467187561	4
"653"	2	9	3	35	9.25944474164844	1
"654"	2	33	6	66	15.9398628748151	4
"655"	1	9	5	19	8.97273298476858	1
"656"	1	34	6	59	14.2852867975113	4
"657"	1	40	5	7	5.10007677232983	2
"658"	1	1	2	12	4.83670124154555	1
"659"	2	51	4	44	5.63103540868869	2
"660"	2	15	3	98	18.6316764852683	1
"661"	2	24	1	49	6.0898895453787	3
"662"	1	46	1	0	3.1511580700966	3
"663"	2	15	1	13	2.49494555695171	4
"664"	2	34	1	54	6.26119317067469	3
"665"	1	34	6	126	24.2155320630769	4
"666"	2	29	4	13	4.20934042933761	3
"667"	2	50	7	82	18.5028874384441	3
"668"	2	11	3	6	4.69385133694842	4
"669"	2	11	4	42	10.9410360730253	4
"670"	1	5	3	38	9.79447846174553	1
"671"	2	43	3	67	9.40234968034469	4
"672"	2	32	1	46	5.21428063580787	3
"673"	1	27	2	61	9.49497316371842	4
"674"	2	43	2	96	13.0214318477813	1
"675"	2	23	2	72	11.7003652703162	3
"676"	2	33	5	44	11.297889852986	2
"677"	1	2	4	38	11.1407885359017	4
"678"	1	30	5	13	6.98376143966926	2
"679"	1	42	3	27	4.26409751807104	2
"680"	1	2	1	31	6.77953794113014	2
"681"	2	12	2	54	9.61752629047266	3
"682"	1	9	4	36	10.3496919104154	4
"683"	1	19	3	26	6.51147649885208	2
"684"	2	10	2	9	3.05091740560487	3
"685"	2	7	3	37	8.8742761005873	2
"686"	2	34	1	67	7.93689429937528	3
"687"	1	37	3	69	11.596610539764	4
"688"	1	18	4	51	11.4010666879383	1
"689"	2	39	3	66	11.4508061611528	4
"690"	2	14	6	41	13.7598940710939	1
"691"	2	59	0	60	2.67761023087449	3
"692"	2	34	2	64	9.1146943524993	3
"693"	2	37	3	72	12.0427853495976	2
"694"	2	12	5	57	14.9502478077261	3
"695"	2	48	3	39	5.35591427128749	1
"696"	1	4	1	68	10.8623334293335	3
"697"	1	62	4	67	9.33878758788263	3
"698"	1	36	3	75	11.7139862373609	2
"699"	1	55	6	52	10.8322647539215	3
"700"	2	28	4	30	7.72453575409968	2
"701"	1	36	4	21	6.92418922823827	3
"702"	2	9	3	7	4.88283662879402	1
"703"	2	23	6	80	18.4313920501028	3
"704"	2	40	6	75	16.6707379796222	1
"705"	1	9	5	42	13.1642019428255	2
"706"	2	23	5	24	9.46353078538005	3
"707"	1	29	4	13	5.45955739862939	2
"708"	2	22	3	52	10.6715208009393	2
"709"	1	27	1	81	11.152869811732	4
"710"	1	47	2	46	5.63849921409686	3
"711"	2	6	4	18	7.92094359051693	4
"712"	1	12	2	70	13.5716712830099	2
"713"	2	17	2	88	14.2124613549499	2
"714"	1	11	7	49	16.6098515533872	2
"715"	2	31	2	50	7.77142798272839	1
"716"	2	41	3	62	9.85409315916777	3
"717"	1	42	4	20	5.32859099367386	4
"718"	2	7	2	64	11.5497044192878	1
"719"	1	1	3	23	7.53582192943156	3
"720"	1	10	6	1	7.82802111868049	3
"721"	2	14	6	78	19.4164309622042	3
"722"	1	18	2	3	1.26764795019722	4
"723"	2	25	3	102	16.9987451533495	4
"724"	2	13	2	48	8.45379121636378	4
"725"	1	40	5	107	20.1167599659163	3
"726"	2	40	7	46	13.7825471324464	3
"727"	1	10	3	32	9.00876724761138	4
"728"	1	33	2	30	3.95506366517615	4
"729"	1	36	2	84	12.5393878465701	2
"730"	2	3	1	81	13.8822762081868	3
"731"	2	1	1	54	9.50273602364809	4
"732"	1	67	3	98	12.4466423258713	4
"733"	2	3	5	56	16.0551484864688	2
"734"	2	19	5	39	10.9855660809223	3
"735"	2	38	5	20	6.97997378024026	4
"736"	1	20	5	40	11.5202427598805	1
"737"	2	14	5	67	15.5653329160579	3
"738"	1	19	2	49	8.76460352268928	4
"739"	1	53	0	32	0.500769240006182	2
"740"	2	15	6	34	12.0911130454763	1
"741"	2	16	6	17	9.89087627520231	3
"742"	1	5	4	58	14.8593626549193	3
"743"	2	11	7	39	14.9756296728167	2
"744"	1	3	6	81	20.7168993427275	3
"745"	1	5	0	20	2.09326264432092	2
"746"	1	28	6	60	16.080104759783	1
"747"	2	39	6	44	10.4021304555639	4
"748"	1	53	5	42	8.48487399715929	4
"749"	1	12	5	54	14.2013946464389	1
"750"	2	37	2	32	3.42965327343306	4
"751"	2	28	3	20	4.2856032774279	1
"752"	2	48	5	32	8.14919284913911	4
"753"	2	28	1	19	1.53261500382277	3
"754"	1	20	1	24	2.7085528080629	2
"755"	2	55	4	84	13.2275601689096	4
"756"	1	10	5	38	12.6642546090629	2
"757"	1	31	5	29	8.41664098392977	3
"758"	2	50	7	19	8.67972806337392	2
"759"	2	21	1	53	7.19536428256121	2
"760"	1	5	2	51	10.9576280985821	3
"761"	2	33	4	64	12.0850556805297	4
"762"	1	49	5	66	12.3540348725529	1
"763"	1	36	5	83	15.8267887020633	4
"764"	2	51	1	49	4.43393111920195	3
"765"	2	2	2	61	11.6453667164067	4
"766"	1	28	5	2	4.62492156593748	1
"767"	1	40	5	27	8.26210965684452	1
"768"	1	41	2	36	2.99427351700779	3
"769"	2	14	1	102	15.2703316282153	4
"770"	2	35	3	9	1.61660681407157	2
"771"	2	41	3	35	5.80183373432508	4
"772"	2	21	4	51	10.7996025059505	2
"773"	2	1	5	17	9.6704812231976	4
"774"	1	22	0	16	0.0949868527324549	4
"775"	2	38	3	77	11.8196078331599	1
"776"	1	29	2	21	2.97232501026369	2
"777"	2	12	3	26	7.25395334354866	1
"778"	2	66	4	72	10.1515226169995	2
"779"	1	22	5	62	14.148633184579	1
"780"	2	43	7	64	16.6230108761074	2
"781"	2	16	8	93	23.494685844359	4
"782"	2	21	6	12	8.4147749843236	1
"783"	2	2	1	4	2.03296400812822	2
"784"	1	47	3	63	9.04319712519895	2
"785"	1	24	5	66	15.5832284880464	2
"786"	1	48	5	21	5.75229111060158	3
"787"	1	3	4	103	20.6991814864692	4
"788"	1	13	0	12	0.770537394093664	2
"789"	2	26	4	58	12.4554752528782	2
"790"	2	19	5	83	18.6429400743833	4
"791"	1	3	0	20	2.63696759274458	4
"792"	1	21	4	21	7.85994615113125	4
"793"	2	29	1	76	9.79007903909466	3
"794"	1	34	5	54	12.7021896934548	1
"795"	1	22	4	46	11.614163608134	4
"796"	1	3	4	22	8.50731036472117	4
"797"	1	26	5	59	14.5509112727093	3
"798"	2	32	3	22	4.77462518816768	3
"799"	2	50	0	57	3.35780092785236	2
"800"	2	19	4	66	14.0073531253605	4
"801"	2	13	5	35	12.0649292374799	1
"802"	2	46	4	60	9.97743915811019	4
"803"	1	9	4	20	7.94529248952658	2
"804"	1	54	3	68	9.4970230469538	1
"805"	2	37	2	6	0.0211509852355142	4
"806"	2	18	7	16	11.321971429976	4
"807"	1	5	4	17	8.53148865389486	2
"808"	2	45	4	11	3.20056297357679	1
"809"	1	32	3	12	3.43589824510545	3
"810"	2	18	4	36	9.80153100961216	1
"811"	1	7	3	72	14.8186412627203	3
"812"	2	14	3	38	9.00071510563636	1
"813"	2	16	5	26	10.1248075001048	4
"814"	1	36	3	13	2.61546294191236	3
"815"	1	60	4	57	8.81958349266191	2
"816"	2	30	3	96	15.9888986827538	1
"817"	1	19	4	54	12.2187321331457	3
"818"	2	33	5	94	17.0244765258747	3
"819"	2	28	3	74	13.6409738247947	2
"820"	1	25	2	50	8.09197251798247	4
"821"	2	32	2	24	2.84797164186772	4
"822"	1	23	1	92	12.713037373305	3
"823"	2	44	5	84	15.1142354845949	4
"824"	2	23	4	34	8.01114169035238	4
"825"	2	18	0	22	1.63013811833956	2
"826"	1	41	5	29	7.50910334616503	3
"827"	2	27	4	26	6.22685515675909	2
"828"	2	10	6	26	12.0028038084151	3
"829"	1	58	5	13	3.23276794611928	2
"830"	1	26	6	70	16.4393154447634	3
"831"	2	26	4	135	24.3414512792434	1
"832"	2	58	4	43	6.86371476280203	2
"833"	2	26	2	24	3.8380877679018	3
"834"	1	5	2	18	4.93641092878447	4
"835"	1	25	7	72	18.8096673797188	4
"836"	2	18	3	15	5.19332002475688	4
"837"	1	13	3	26	7.01989336086352	4
"838"	2	50	3	40	5.2118029696645	4
"839"	1	1	5	42	13.2062271030863	3
"840"	1	14	3	17	6.23885377691166	1
"841"	1	23	2	10	2.51784257951374	1
"842"	1	6	5	48	15.0643193644792	4
"843"	2	38	5	5	5.23852994922752	3
"844"	2	27	3	36	7.99519960173842	4
"845"	2	38	4	46	9.13370420460551	1
"846"	2	8	6	49	16.3477678960701	1
"847"	2	33	1	68	9.22018378904302	2
"848"	1	2	1	83	13.8029484991554	4
"849"	2	35	8	91	21.8611585490856	1
"850"	2	7	3	30	8.45870290107107	4
"851"	2	35	5	86	16.5439590007891	1
"852"	1	50	2	55	7.06270609254352	1
"853"	2	25	3	62	11.1116789684916	2
"854"	2	30	5	58	13.9246635826093	2
"855"	1	10	6	59	17.5233194553629	4
"856"	2	12	5	75	18.0733532774832	2
"857"	2	9	4	19	8.39647910311806	2
"858"	1	20	2	54	8.60316858592099	3
"859"	2	3	4	63	15.513767771422	3
"860"	2	36	5	76	15.4905496898423	2
"861"	2	16	4	56	13.1424320358394	3
"862"	1	4	5	36	11.8673209547867	4
"863"	2	28	4	41	9.82957886066597	1
"864"	2	33	4	50	9.70120527652706	2
"865"	1	24	6	91	20.1209107254495	4
"866"	2	34	4	22	5.64965516374261	4
"867"	1	28	5	49	12.0369964300037	2
"868"	2	32	5	57	12.4249637984898	4
"869"	2	25	4	51	10.6435545367517	2
"870"	2	7	4	68	16.1181555525782	1
"871"	2	43	6	48	11.8912312752731	3
"872"	1	20	6	106	23.0861296886429	2
"873"	1	31	4	68	14.2000647583386	3
"874"	2	56	6	54	10.291074716218	1
"875"	1	38	2	31	3.92364485754988	4
"876"	1	55	0	78	6.37973144747261	3
"877"	2	11	5	20	9.76218588143344	2
"878"	2	15	0	17	1.47768357962247	3
"879"	1	18	3	42	8.77028164365279	3
"880"	2	41	4	54	10.4508165898843	3
"881"	1	25	4	26	7.62969420274037	2
"882"	2	37	6	20	8.70723435645611	4
"883"	1	42	2	41	4.91512772192086	1
"884"	2	20	0	76	9.15400017270431	2
"885"	1	80	2	90	8.60181220591666	2
"886"	2	2	6	82	21.3622457531324	3
"887"	2	18	6	17	9.98939583038645	1
"888"	2	17	5	93	20.2036322706293	2
"889"	1	31	3	24	5.21052527143269	2
"890"	2	36	4	88	16.406766763161	4
"891"	1	14	2	107	17.4406717486811	4
"892"	2	4	2	65	12.8854841372737	1
"893"	2	21	4	8	5.00928418962228	4
"894"	1	67	5	106	17.0227026659727	3
"895"	2	60	4	86	12.8022272357372	4
"896"	2	10	1	67	11.1122998998437	3
"897"	1	14	3	26	7.8508255542091	2
"898"	1	43	4	56	10.259716197065	3
"899"	1	27	8	82	22.3050307587921	2
"900"	1	58	1	42	2.59785931853303	4
"901"	2	39	4	40	8.07657629317949	2
"902"	2	40	2	32	3.40145889287178	4
"903"	2	46	3	97	14.703721952969	1
"904"	2	17	0	25	0.854259940600308	4
"905"	1	55	0	84	7.43025895810484	3
"906"	1	31	3	65	11.3913269406019	3
"907"	2	35	6	69	15.8998463028587	1
"908"	2	19	5	18	8.09950397272847	3
"909"	1	47	5	28	6.76669264185185	1
"910"	2	16	2	18	4.79958997691551	1
"911"	2	25	8	74	20.9217899706194	1
"912"	1	16	4	44	11.5172046644663	3
"913"	2	51	3	52	6.96492073692035	4
"914"	1	6	4	86	18.8789050706622	1
"915"	2	47	5	130	22.6082668427428	1
"916"	1	9	3	69	13.7351816593373	1
"917"	1	20	1	12	1.04426859146732	4
"918"	1	18	2	62	10.4636927418203	3
"919"	1	15	3	51	10.7317593041403	2
"920"	2	27	6	16	8.34070436054672	3
"921"	1	15	3	43	9.11815478014523	2
"922"	1	8	3	46	11.2326432357882	1
"923"	1	24	4	66	13.10926603621	4
"924"	1	8	5	76	18.3274084522115	4
"925"	2	52	4	55	8.63465737283842	1
"926"	2	25	1	28	3.28797875047347	2
"927"	1	45	6	84	16.9634564178169	2
"928"	1	7	2	43	8.17980950752944	2
"929"	2	16	4	82	15.9073973412092	2
"930"	2	42	1	32	1.61336646895935	1
"931"	2	34	1	48	5.02926515201782	3
"932"	2	24	3	15	4.17035182132502	4
"933"	1	41	1	7	2.83795659718362	1
"934"	2	23	5	10	6.48165572009354	3
"935"	1	34	6	39	12.1896171492315	3
"936"	1	32	2	37	4.51436769123825	2
"937"	1	17	3	65	13.0018954356561	4
"938"	1	45	6	20	8.35996336298524	2
"939"	1	36	1	104	14.1584772514808	3
"940"	1	33	2	71	9.9761121400719	1
"941"	2	38	1	78	9.59780858961898	1
"942"	1	14	7	44	14.7242968309105	4
"943"	1	7	4	74	16.033659728109	3
"944"	1	28	3	47	7.45572857915578	2
"945"	1	30	6	65	16.0146656897093	1
"946"	1	4	2	67	12.759150136169	3
"947"	2	16	4	49	11.9151884419244	4
"948"	1	10	3	50	11.860620943228	4
"949"	2	8	6	26	11.1213517467679	2
"950"	2	9	1	75	12.5366358256388	3
"951"	1	53	6	96	17.5614564066003	2
"952"	1	3	4	68	16.4114903452178	2
"953"	2	25	3	21	4.72581584014645	3
"954"	1	20	3	72	13.0662849770597	4
"955"	1	49	2	53	6.31562383265564	4
"956"	2	72	3	44	3.49964398183857	3
"957"	2	22	4	26	7.86686023198024	1
"958"	1	15	6	54	15.0532393816768	1
"959"	2	19	5	75	15.9367661071771	2
"960"	1	45	3	58	8.72621490615839	1
"961"	1	18	5	79	17.6668731903854	1
"962"	2	7	3	64	13.3177467624807	2
"963"	2	10	7	53	16.6753807435684	4
"964"	2	32	8	65	18.625103229335	2
"965"	2	29	6	38	11.9940418708147	1
"966"	2	33	1	34	3.68557829545959	2
"967"	2	3	3	19	7.95738011446645	2
"968"	1	14	3	3	4.16664696933544	4
"969"	2	16	3	57	11.6694678191192	3
"970"	2	32	2	21	1.94009290167419	2
"971"	1	14	4	72	15.6159881503153	4
"972"	1	32	2	73	10.9682661876821	4
"973"	1	11	1	66	10.5596229759754	4
"974"	1	46	4	58	10.6573131749746	3
"975"	1	6	4	14	7.00319207285502	2
"976"	2	18	4	44	11.0313178306862	4
"977"	1	33	4	43	9.6291123063979	1
"978"	2	32	3	37	6.52880036370602	2
"979"	2	47	0	74	6.40424683637015	3
"980"	1	19	4	30	9.87195625239121	1
"981"	1	13	7	65	19.234813352162	2
"982"	1	25	2	13	2.5636700963552	4
"983"	1	25	2	60	10.024441994012	1
"984"	1	23	3	40	8.47326528110294	1
"985"	2	11	6	28	12.231692657067	2
"986"	2	1	1	105	17.6687743466828	4
"987"	2	9	6	10	9.74929855562952	4
"988"	2	22	2	81	12.7259496837632	1
"989"	2	16	3	61	12.9647811542487	4
"990"	1	30	5	17	7.48576648634942	4
"991"	1	37	2	8	0.546211915041286	4
"992"	1	67	2	101	10.5307897970119	3
"993"	1	51	5	71	13.4322797722137	4
"994"	1	41	1	40	3.47018767885883	2
"995"	2	3	3	67	14.0897145195154	3
"996"	2	20	3	80	15.3303074883375	4
"997"	1	2	6	50	16.0621985759512	4
"998"	1	29	2	0	0.846380766552867	3
"999"	2	22	6	74	18.1921208735468	1
"1000"	1	51	5	17	5.06158135322372	4
