Gender,State,Food_Offered,Weather,Distance_Away,Vampire_Belief,Given_Blood_Past,Donated_Blood
F,OR,0,warm,8,unlikely,0,0
F,MS,0,hot,7,none,1,0
F,CT,0,hot,2,definitely,1,0
F,SC,0,warm,2,unsure,1,0
F,MI,0,hot,1,unsure,1,1
F,MI,1,warm,0,unlikely,0,0
F,AK,0,warm,0,likely,0,1
F,DE,0,cold,4,none,0,0
F,MI,0,hot,3,unlikely,0,0
F,RI,1,hot,2,likely,0,1
F,AL,1,hot,0,unsure,0,1
F,NM,0,cold,10,definitely,0,0
F,VA,1,hot,6,unlikely,0,0
F,OK,1,warm,1,unlikely,0,1
F,IN,0,hot,2,unsure,0,0
F,TX,0,cold,32,unsure,0,0
F,KY,0,hot,2,definitely,1,1
F,NH,1,cold,9,none,0,0
F,MI,1,cold,20,none,0,0
F,AZ,1,cold,0,definitely,0,1
F,OR,1,hot,10,likely,1,0
F,NV,0,warm,1,none,0,0
F,PA,0,hot,9,none,0,0
F,AZ,1,hot,3,none,0,0
F,OK,0,hot,3,definitely,0,0
F,IA,1,hot,3,unlikely,0,1
F,IA,1,warm,13,definitely,1,0
F,TN,1,cold,2,none,0,0
F,CA,0,warm,0,unsure,1,1
F,AZ,0,hot,3,unlikely,0,0
F,LA,1,warm,10,likely,0,0
F,NV,1,cold,5,none,1,0
F,NM,1,warm,8,unsure,0,0
F,IN,0,hot,0,unlikely,1,1
F,HI,0,cold,4,unsure,1,0
F,MD,0,hot,8,none,0,0
F,MS,0,cold,0,unsure,1,1
F,TN,1,hot,2,unlikely,0,1
F,CT,0,cold,3,likely,0,0
F,ND,0,warm,6,definitely,1,0
F,MO,1,warm,0,none,1,1
F,VA,1,cold,4,unlikely,0,0
F,NV,1,cold,9,none,0,0
F,CT,0,hot,4,none,1,0
F,MN,1,warm,6,unsure,1,0
F,GA,0,warm,11,none,0,0
F,MI,1,cold,2,none,0,1
F,ID,0,warm,5,likely,0,0
F,WI,0,warm,1,unlikely,0,0
F,MN,1,hot,6,likely,1,1
F,RI,0,hot,9,likely,0,0
F,DE,0,warm,0,none,1,1
F,UT,1,hot,0,definitely,0,0
F,HI,1,warm,3,unlikely,0,0
F,FL,0,hot,3,likely,0,0
F,FL,1,cold,3,unsure,1,0
F,NH,1,hot,0,definitely,0,1
F,OR,1,cold,3,unsure,1,0
F,UT,1,cold,1,unsure,0,1
F,OK,0,hot,11,none,0,0
F,MS,1,warm,0,unlikely,1,1
F,TN,0,hot,1,likely,1,1
F,AL,0,hot,0,none,0,1
F,WY,0,hot,8,unsure,1,0
F,NY,1,hot,13,unsure,0,0
F,MI,0,hot,2,unlikely,0,0
F,AK,0,cold,4,unlikely,1,0
F,PA,0,hot,5,unsure,1,0
F,HI,1,warm,5,none,0,0
F,WY,0,cold,5,unlikely,0,0
F,VA,1,hot,3,unlikely,0,0
F,OK,0,warm,3,definitely,0,0
F,OR,0,warm,0,likely,0,1
F,MS,0,cold,9,unsure,1,0
F,UT,1,warm,3,none,1,0
F,FL,0,cold,2,definitely,0,1
F,NY,0,cold,14,none,0,0
F,IA,0,hot,15,none,0,0
F,MN,1,warm,15,definitely,0,0
F,AZ,1,hot,11,unlikely,0,0
F,FL,0,warm,2,unsure,0,0
F,AZ,1,cold,15,unlikely,0,0
F,WV,0,hot,6,none,0,0
F,LA,1,warm,0,definitely,0,1
F,MT,1,cold,1,unsure,0,1
F,NY,0,warm,6,unlikely,0,0
F,ID,0,warm,2,likely,1,1
F,MT,0,cold,1,unlikely,1,1
F,SD,0,cold,0,likely,0,1
F,LA,0,warm,0,unsure,0,0
F,TX,0,cold,0,unsure,0,0
F,AK,0,warm,5,none,0,0
F,WI,1,warm,2,none,0,1
F,PA,1,hot,0,unlikely,0,1
F,IN,1,warm,28,likely,0,0
F,ND,0,cold,5,unlikely,0,0
F,LA,0,hot,1,none,0,0
F,WV,1,hot,3,none,0,0
F,KY,1,hot,3,likely,0,1
F,AK,0,hot,0,unsure,1,1
F,LA,0,hot,19,likely,0,0
F,MD,0,hot,6,none,0,0
F,LA,1,warm,3,unlikely,0,0
F,WV,0,cold,10,none,1,0
F,MD,1,hot,10,unlikely,1,0
F,NV,0,hot,10,none,0,0
F,WA,1,hot,0,unsure,0,1
F,VA,1,warm,3,unsure,0,0
F,IL,0,hot,6,likely,0,0
F,OK,1,hot,1,likely,0,1
F,LA,1,cold,0,none,1,1
F,NV,1,hot,2,definitely,0,1
F,PA,0,warm,10,none,0,0
F,SD,1,warm,1,unlikely,0,1
F,UT,0,hot,7,unsure,1,0
F,AK,1,cold,8,unsure,0,0
F,ID,1,cold,0,likely,0,1
F,ME,0,cold,5,none,1,0
F,KS,1,warm,0,likely,0,1
F,OR,1,warm,1,likely,0,1
F,OH,0,warm,1,unsure,0,0
F,VA,1,cold,5,definitely,0,0
F,TX,0,warm,1,unsure,0,0
F,RI,1,hot,1,none,1,1
F,MA,1,cold,19,likely,1,0
F,NH,0,warm,2,unsure,1,0
F,AR,1,cold,0,likely,0,1
F,UT,1,cold,4,likely,1,1
F,WV,1,cold,6,unsure,0,0
F,MT,0,cold,19,definitely,0,0
F,WA,1,cold,0,unsure,0,1
F,CT,1,warm,4,likely,1,1
F,ID,1,warm,5,definitely,0,0
F,MO,1,warm,4,unlikely,0,0
F,MS,1,cold,9,definitely,0,0
F,MI,0,hot,8,unlikely,0,0
F,AK,0,cold,1,none,0,0
F,NC,0,cold,5,none,0,0
F,OK,1,cold,5,none,0,0
F,LA,0,cold,1,definitely,0,0
F,WV,0,warm,3,unlikely,0,0
F,PA,0,cold,9,unsure,1,0
F,AZ,0,hot,5,unlikely,0,0
F,WY,1,hot,8,none,1,0
F,HI,0,warm,3,unsure,0,0
F,AK,1,warm,2,none,1,1
F,IN,1,hot,0,unlikely,0,1
F,OR,1,hot,2,unsure,1,1
F,IL,1,warm,4,definitely,0,0
F,ID,1,warm,1,likely,0,1
F,AK,1,hot,0,none,0,1
F,IN,0,warm,4,likely,0,0
F,OH,1,cold,3,none,1,1
F,AK,1,hot,2,unlikely,1,1
F,AR,0,cold,6,none,1,0
F,MD,0,warm,4,unlikely,0,0
F,MO,0,cold,13,unlikely,0,0
F,NY,0,hot,21,none,0,0
F,OR,1,cold,5,definitely,0,0
F,AR,1,hot,1,likely,0,1
F,MI,1,warm,0,unlikely,0,1
F,WI,1,cold,24,unlikely,0,0
F,SD,1,cold,2,unsure,1,0
F,ID,1,warm,12,likely,0,0
F,MO,0,warm,0,definitely,0,0
F,AL,0,warm,2,unlikely,0,0
F,IL,0,cold,13,unlikely,0,0
F,MN,0,warm,2,unsure,0,0
F,PA,0,cold,0,likely,0,0
F,WY,1,hot,5,none,1,1
F,KY,0,warm,0,unlikely,1,0
F,WV,1,cold,3,unlikely,1,1
F,WI,1,hot,1,unlikely,1,1
F,VT,0,warm,1,definitely,0,1
F,MO,1,warm,4,none,0,0
F,SC,0,hot,1,likely,0,0
F,SD,1,cold,22,unlikely,1,0
F,ND,0,warm,8,definitely,1,0
F,NJ,0,hot,7,none,0,0
F,KY,0,warm,10,likely,1,0
F,AL,1,hot,19,none,1,0
F,AR,0,cold,3,none,1,0
F,CA,1,cold,0,none,1,1
F,AL,0,warm,10,none,0,0
F,KY,1,hot,3,none,0,1
F,CO,1,warm,6,unlikely,1,0
F,NJ,0,warm,6,definitely,0,0
F,AK,0,cold,11,unlikely,1,0
F,AL,1,warm,1,unsure,0,0
F,FL,0,cold,3,unlikely,0,0
F,TN,1,hot,2,definitely,1,1
F,RI,0,hot,1,none,0,1
F,IN,0,warm,0,none,0,0
F,GA,1,warm,1,definitely,0,0
F,ID,1,warm,0,none,1,1
F,AR,0,hot,0,unsure,0,0
F,AZ,1,warm,0,unsure,0,1
F,DE,1,cold,3,none,1,1
F,AR,0,warm,0,none,0,0
F,AZ,0,warm,5,likely,0,0
F,NE,1,hot,6,unlikely,0,0
F,SC,0,hot,0,unsure,0,0
F,OH,1,warm,0,unlikely,0,1
F,AR,0,hot,17,unsure,0,0
F,AL,1,cold,6,definitely,0,0
F,MN,0,cold,8,unsure,0,0
F,DE,0,cold,1,definitely,1,1
F,OK,1,warm,2,none,1,1
F,OK,0,cold,9,likely,1,0
F,VT,0,warm,2,likely,0,0
F,KY,0,warm,0,likely,0,1
F,WI,1,hot,8,unsure,0,0
F,WY,0,cold,4,unlikely,0,0
F,AK,1,cold,0,unlikely,0,1
F,VT,0,cold,0,definitely,1,1
F,TN,0,cold,0,unsure,1,1
F,OR,1,hot,4,unsure,0,0
F,IA,1,warm,0,definitely,1,1
F,MT,0,hot,0,unlikely,0,1
F,MI,1,warm,3,unsure,0,1
F,NM,0,cold,1,none,0,0
F,WA,0,cold,10,definitely,0,0
F,IL,1,hot,2,unlikely,1,1
F,IN,1,warm,0,unsure,0,1
F,OR,0,cold,0,unlikely,0,0
F,PA,1,warm,4,unsure,1,0
F,WA,1,warm,14,unlikely,1,0
F,MS,0,hot,0,none,0,0
F,UT,0,hot,2,none,1,0
F,KS,0,cold,1,unlikely,0,0
F,HI,1,hot,2,unlikely,0,1
F,WA,1,cold,1,unlikely,0,0
F,AZ,1,hot,0,unsure,1,1
F,MA,0,warm,1,none,0,1
F,MN,0,hot,6,unsure,0,0
F,MA,0,hot,11,unlikely,1,0
F,ND,0,hot,6,unlikely,0,0
F,PA,1,cold,6,unlikely,0,0
F,VA,0,cold,2,likely,1,0
F,SD,0,cold,11,none,1,0
F,CA,0,hot,4,unsure,0,0
F,FL,0,warm,12,unlikely,0,0
F,NC,1,cold,5,unsure,0,0
F,UT,0,warm,9,definitely,0,0
F,NJ,1,warm,8,unsure,1,0
F,IN,0,cold,2,none,1,1
F,VT,1,hot,16,unsure,0,0
F,GA,0,hot,9,unsure,0,0
F,MO,1,warm,0,unsure,0,0
F,AL,0,hot,4,unsure,0,0
F,ME,1,hot,1,none,0,1
F,MN,0,cold,7,none,0,0
F,CT,1,hot,6,unsure,1,1
F,NY,1,warm,11,unsure,1,0
F,KS,0,warm,13,likely,1,0
F,ID,1,cold,4,unsure,1,0
F,LA,1,warm,9,unsure,0,0
F,VT,0,hot,4,likely,0,0
F,WY,1,cold,9,unlikely,0,0
F,OR,1,hot,0,likely,0,1
F,WY,1,cold,6,likely,0,0
F,NE,1,hot,0,likely,0,1
F,MI,0,cold,2,none,1,0
F,WI,0,cold,0,none,0,0
F,DE,0,warm,3,unlikely,0,0
F,AR,0,cold,1,unlikely,0,1
F,AK,1,hot,9,none,0,0
F,NM,0,hot,2,unlikely,0,0
F,OH,1,cold,3,unlikely,1,1
F,SD,1,warm,0,none,0,1
F,CT,0,warm,2,unsure,0,0
F,DE,1,hot,6,unlikely,1,0
F,WY,0,warm,2,definitely,0,0
F,MD,0,cold,4,none,0,0
F,GA,1,warm,21,unsure,0,0
F,MS,0,hot,5,none,0,0
F,NV,1,cold,0,unsure,0,0
F,KY,1,warm,4,unsure,1,0
F,WY,1,cold,9,none,0,0
F,NE,1,cold,0,definitely,1,1
F,CT,0,warm,8,unlikely,0,0
F,MI,0,warm,1,definitely,1,1
F,NY,0,warm,6,unlikely,1,0
F,HI,1,warm,0,likely,0,1
F,CT,0,cold,1,none,1,0
F,RI,1,hot,2,unsure,0,0
F,NY,0,hot,7,unsure,0,0
F,IA,0,hot,33,unsure,0,0
F,GA,0,hot,1,likely,1,1
F,IN,0,warm,0,none,1,1
