taylors_drinks_sold	day	day_of_the_week	year	days_to_final	gameday	boys_in_bar	girls_in_bar	temperature	cost_of_market_basket_pbr
3082	106	Monday	2	83	0	192	237	65.56450668	3.64
2235	107	Tuesday	2	82	0	209	259	56.87536755	2.11
2202	108	Wednesday	2	81	0	207	263	62.94826468	1.34
2160	109	Thurday	2	80	0	212	277	42.50578137	4.88
2550	110	Friday	2	79	0	226	274	67.27158679	4.05
2813	111	Saturday	2	78	0	218	294	63.74403925	4.86
1663	112	Sunday	2	77	0	228	287	67.62171684	4.51
2062	113	Monday	2	76	0	239	283	67.73249281	5.38
2335	114	Tuesday	2	75	0	239	284	60.37669139	3.14
2577	115	Wednesday	2	74	0	225	272	46.21627878	2.07
3141	116	Thurday	2	73	0	222	268	59.96606313	3.94
2179	117	Friday	2	72	0	233	264	37.99396737	4.38
2938	118	Saturday	2	71	0	231	259	67.33591995	2.69
1954	119	Sunday	2	70	0	224	272	47.41020038	4.67
2079	120	Monday	2	69	0	211	268	63.93017697	3.4
2328	121	Tuesday	2	68	0	214	281	55.71813964	4.39
2336	122	Wednesday	2	67	0	206	270	49.24050343	3.06
3302	123	Thurday	2	66	0	211	289	50.5160505	4.88
5860	124	Friday	2	65	1	206	300	49.27624667	2.07
2433	125	Saturday	2	64	0	208	302	64.12584155	4.44
1639	126	Sunday	2	63	0	227	296	62.0988719	2.65
3504	127	Monday	2	62	0	222	275	47.52571226	3.01
2106	128	Tuesday	2	61	0	222	279	65.56660067	2.9
2891	129	Wednesday	2	60	0	222	267	71.39748338	4.48
3086	130	Thurday	2	59	0	210	276	70.0359738	3.93
1640	131	Friday	2	58	0	218	278	71.38382274	3.66
2132	132	Saturday	2	57	0	229	279	67.6058025	4.74
2392	133	Sunday	2	56	0	230	289	62.43450829	4.41
2191	134	Monday	2	55	0	251	298	66.57121203	2.1
2158	135	Tuesday	2	54	0	219	289	51.72459737	4.62
2661	136	Wednesday	2	53	0	217	314	85.85263787	4.13
2251	137	Thurday	2	52	0	213	287	59.44722357	3.25
2290	138	Friday	2	51	0	199	297	69.59322142	2.87
3161	139	Saturday	2	50	0	201	304	69.73083756	4.12
1257	140	Sunday	2	49	0	197	308	57.55152391	5.08
2192	141	Monday	2	48	0	192	312	39.38216377	3.9
2658	142	Tuesday	2	47	0	198	316	54.20071687	4.15
1185	143	Wednesday	2	46	0	184	320	57.44175035	3.85
4190	144	Thurday	2	45	0	198	326	78.64680849	4.21
1642	145	Friday	2	44	0	193	321	59.00264117	3.18
1492	146	Saturday	2	43	0	199	316	59.13390436	2.55
2893	147	Sunday	2	42	0	198	300	57.18990532	4.09
3251	148	Monday	2	41	0	181	305	55.85896041	3.36
1793	149	Tuesday	2	40	0	181	282	76.92496888	4.85
1995	150	Wednesday	2	39	0	185	282	65.18100403	3.39
3076	151	Thurday	2	38	0	183	263	64.46356089	6.71
2534	152	Friday	2	37	0	193	245	57.5331429	3.54
1845	153	Saturday	2	36	0	202	245	68.70851409	3.33
1345	154	Sunday	2	35	0	203	237	76.21228486	4.8
2318	155	Monday	2	34	0	218	218	72.99403875	3.82
2313	156	Tuesday	2	33	0	211	241	79.57021147	3.37
1437	157	Wednesday	2	32	0	206	239	71.75587396	3.79
22685	158	Thurday	2	31	1	198	246	64.2497496	4.97
1892	159	Friday	2	30	0	199	256	70.32893353	4.46
2331	160	Saturday	2	29	0	209	256	74.67714133	4.62
969	161	Sunday	2	28	0	223	257	65.19550084	2.69
2765	162	Monday	2	27	0	234	257	77.06532859	3.51
3147	163	Tuesday	2	26	0	240	264	70.93838158	3.22
1987	164	Wednesday	2	25	0	255	257	58.31622628	2.59
3388	165	Thurday	2	24	0	259	261	51.73821999	3.03
2207	166	Friday	2	23	0	250	258	93.02578255	3.75
2376	167	Saturday	2	22	0	241	258	54.84168077	3.94
2321	168	Sunday	2	21	0	235	259	52.25589117	3.64
2372	169	Monday	2	20	0	238	251	60.71907434	2.54
2735	170	Tuesday	2	19	0	248	262	68.51750432	3.74
3328	171	Wednesday	2	18	0	243	282	62.64201914	4.29
2395	172	Thurday	2	17	0	231	280	67.90336165	4.13
2546	173	Friday	2	16	0	229	266	91.63968734	2.21
2796	174	Saturday	2	15	0	233	263	68.87595422	1.87
1600	175	Sunday	2	14	0	239	266	69.56180229	4.31
1927	176	Monday	2	13	0	240	278	74.40734614	2.11
2676	177	Tuesday	2	12	0	249	264	74.1731509	4.15
2487	178	Wednesday	2	11	0	241	250	76.32816874	3.77
2230	179	Thurday	2	10	0	266	259	66.7767125	4.37
2099	180	Friday	2	9	0	266	255	74.0351206	3.06
2585	181	Saturday	2	8	0	253	243	70.69609056	2.81
2571	182	Sunday	2	7	0	255	249	57.71013859	5.99
1646	183	Monday	2	6	0	245	234	68.50750692	3.55
2209	184	Tuesday	2	5	0	252	221	68.92710302	4.46
1899	185	Wednesday	2	4	0	249	221	69.68720009	4.04
2694	186	Thurday	2	3	0	239	232	72.1352919	2.41
1531	187	Friday	2	2	0	229	232	65.06086158	2.38
3122	188	Saturday	2	1	0	231	235	75.73773563	3.36
15884	189	Sunday	2	0	1	234	224	66.92436887	2.05
1869	190	Monday	2	130	0	217	219	60.49933846	4.53
2734	191	Tuesday	2	129	0	223	209	75.0434237	3.57
2047	192	Wednesday	2	128	0	215	196	70.56556108	4.16
2014	193	Thurday	2	127	0	220	197	88.71825486	2.44
1501	194	Friday	2	126	0	218	190	61.42871365	5.15
2681	195	Saturday	2	125	0	228	203	72.16249714	1.6
1090	196	Sunday	2	124	0	235	208	54.53507298	4.19
1527	197	Monday	2	123	0	222	229	65.63545507	3.99
2508	198	Tuesday	2	122	0	239	221	78.26400009	2.04
2581	199	Wednesday	2	121	0	226	232	65.59372086	3.17
2674	200	Thurday	2	120	0	233	229	56.98824374	5.23
2599	201	Friday	2	119	0	238	236	69.18120641	3.42
2018	202	Saturday	2	118	0	228	233	78.07055076	2.93
1619	203	Sunday	2	117	0	223	230	64.31388291	4.15
1475	204	Monday	2	116	0	215	226	68.01916488	2.67
1763	205	Tuesday	2	115	0	211	233	57.33818898	4.43
1277	206	Wednesday	2	114	0	202	229	61.44058407	2.92
1958	207	Thurday	2	113	0	218	241	66.49540877	2.94
2268	208	Friday	2	112	0	228	240	63.57812995	4.85
3278	209	Saturday	2	111	0	253	248	64.70916458	3.48
1157	210	Sunday	2	110	0	250	239	65.92014685	3.94
1900	211	Monday	2	109	0	248	233	65.78634503	5.05
3106	212	Tuesday	2	108	0	256	235	70.37537965	3.39
3280	213	Wednesday	2	107	0	250	224	82.54106425	2.01
2576	214	Thurday	2	106	0	248	226	57.41027013	2.3
1603	215	Friday	2	105	0	250	213	51.71168721	3.79
2865	216	Saturday	2	104	0	231	209	63.35151117	4.04
1451	217	Sunday	2	103	0	223	214	59.06449969	3.29
1632	218	Monday	2	102	0	232	213	69.82392315	4.57
1903	219	Tuesday	2	101	0	224	205	75.89108239	2.09
2467	220	Wednesday	2	100	0	222	208	63.42058185	3.06
2703	221	Thurday	2	99	0	231	199	60.27635021	2.87
1770	222	Friday	2	98	0	232	201	56.5239061	2.9
2129	223	Saturday	2	97	0	230	205	70.56677159	5.49
1981	224	Sunday	2	96	0	222	213	77.22103253	2.08
1382	225	Monday	2	95	0	215	209	59.26082379	4.08
2240	226	Tuesday	2	94	0	212	203	51.15058438	4.64
19035	227	Wednesday	2	93	1	219	205	48.60252956	4.83
2050	228	Thurday	2	92	0	218	219	67.43196831	1.79
1572	229	Friday	2	91	0	212	229	69.64798382	5.25
1388	230	Saturday	2	90	0	197	227	51.1359051	3.6
1110	231	Sunday	2	89	0	188	218	66.28695649	4.15
2451	232	Monday	2	88	0	194	223	74.0706166	5.48
1928	233	Tuesday	2	87	0	197	215	58.67353471	3.07
1757	234	Wednesday	2	86	0	208	225	55.03414514	1.8
1997	235	Thurday	2	85	0	184	237	57.48272984	4.35
1531	236	Friday	2	84	0	180	222	67.6875821	3.47
1398	237	Saturday	2	83	0	193	217	61.56336729	3.79
2203	238	Sunday	2	82	0	209	213	60.64298713	4.25
1337	239	Monday	2	81	0	222	216	70.97277109	3.19
1722	240	Tuesday	2	80	0	237	212	57.05750621	3.23
2076	241	Wednesday	2	79	0	240	227	80.75646516	2.8
3055	242	Thurday	2	78	0	243	231	56.38138218	3.49
1998	243	Friday	2	77	0	236	225	68.04596013	4.53
1595	244	Saturday	2	76	0	258	225	56.81677451	4.62
2083	245	Sunday	2	75	0	234	218	55.31694556	3
1766	246	Monday	2	74	0	218	218	71.56545126	3.27
2559	247	Tuesday	2	73	0	226	220	41.70383114	4.02
2799	248	Wednesday	2	72	0	204	224	72.72598653	4.36
2191	249	Thurday	2	71	0	191	236	49.1992865	4.17
1291	250	Friday	2	70	0	183	240	55.14159159	4.89
1560	251	Saturday	2	69	0	184	230	79.46083758	3.03
1610	252	Sunday	2	68	0	204	218	45.19525997	3.37
1603	253	Monday	2	67	0	210	229	54.41528949	3.93
2148	254	Tuesday	2	66	0	224	235	55.10785696	3.95
2673	255	Wednesday	2	65	0	219	251	45.39387628	5.44
2208	256	Thurday	2	64	0	201	240	56.28877255	4.58
1370	257	Friday	2	63	0	176	239	51.65732953	4.5
1246	258	Saturday	2	62	0	182	234	60.18452372	3.21
3133	259	Sunday	2	61	0	178	236	53.58779896	3.68
1800	260	Monday	2	60	0	187	247	55.51373114	7.07
2361	261	Tuesday	2	59	0	210	250	71.68870969	4.6
1660	262	Wednesday	2	58	0	225	253	60.85085249	3.59
2550	263	Thurday	2	57	0	221	243	65.68813102	3.7
1957	264	Friday	2	56	0	233	238	53.27615831	5.02
2968	265	Saturday	2	55	0	235	224	45.24408758	5.47
2067	266	Sunday	2	54	0	248	218	41.47568912	3.61
0	267	Monday	2	53	1	234	210	54.22415761	4.27
1651	268	Tuesday	2	52	0	232	205	59.84944979	2.75
1662	269	Wednesday	2	51	0	226	224	51.50056586	3.77
1838	270	Thurday	2	50	0	216	228	30.11463947	3.57
2064	271	Friday	2	49	0	233	224	53.19907754	4.41
1748	272	Saturday	2	48	0	256	209	61.62323145	4
2286	273	Sunday	2	47	0	240	211	40.02516017	3.79
2959	274	Monday	2	46	0	252	214	55.87834797	3.7
2451	275	Tuesday	2	45	0	234	223	56.94704946	3.76
2658	276	Wednesday	2	44	0	226	187	26.86370823	4.11
2570	277	Thurday	2	43	0	228	191	43.81688336	4.93
1602	278	Friday	2	42	0	214	203	51.689796	5.03
1371	279	Saturday	2	41	0	220	191	56.97363319	1.84
1618	280	Sunday	2	40	0	225	168	43.54198027	2.93
1969	281	Monday	2	39	0	222	179	38.46615745	5.96
1653	282	Tuesday	2	38	0	215	179	55.19686872	5.38
2078	283	Wednesday	2	37	0	213	204	48.5723882	5.42
3574	284	Thurday	2	36	0	230	207	54.95006248	5.18
1752	285	Friday	2	35	0	244	206	53.01480714	2.75
1550	286	Saturday	2	34	0	246	186	40.26947306	2.35
2224	287	Sunday	2	33	0	244	196	38.39907057	5.23
1930	288	Monday	2	32	0	232	186	54.95031367	4.56
1877	289	Tuesday	2	31	0	230	195	36.76840667	4.76
1568	290	Wednesday	2	30	0	232	188	45.00297524	4.47
2342	291	Thurday	2	29	0	248	196	42.64386906	3.12
2397	292	Friday	2	28	0	256	190	44.11618906	3.8
1678	293	Saturday	2	27	0	263	188	57.3653682	6.12
1409	294	Sunday	2	26	0	261	204	32.17452965	3.48
2613	295	Monday	2	25	0	256	202	54.03595041	4.95
2723	296	Tuesday	2	24	0	258	197	46.45793918	4.76
2588	297	Wednesday	2	23	0	257	209	59.58272675	3.24
3207	298	Thurday	2	22	0	252	203	52.82091502	3.8
2034	299	Friday	2	21	0	247	212	25.01852046	4.55
2413	300	Saturday	2	20	0	247	228	38.13283942	3.19
5102	301	Sunday	2	19	1	254	232	47.30998953	3.67
1548	302	Monday	2	18	0	260	220	24.60594152	3.95
2117	303	Tuesday	2	17	0	270	219	39.52738813	4.33
650	304	Wednesday	2	16	0	275	215	33.2335109	4.19
2928	305	Thurday	2	15	0	278	221	47.82132822	5.8
1328	306	Friday	2	14	0	279	208	46.30959881	4.07
1573	307	Saturday	2	13	0	272	191	41.14976307	4.52
2175	308	Sunday	2	12	0	276	195	41.76516644	4.24
2265	309	Monday	2	11	0	266	199	37.08754166	5.08
1965	310	Tuesday	2	10	0	264	193	34.73862636	4.37
2230	311	Wednesday	2	9	0	261	202	32.48884704	4.05
2674	312	Thurday	2	8	0	223	184	35.17671443	5.22
1608	313	Friday	2	7	0	205	174	55.17118686	4.92
1284	314	Saturday	2	6	0	200	173	26.69448605	4.55
2013	315	Sunday	2	5	0	207	152	30.97229628	4.73
1322	316	Monday	2	4	0	190	157	45.13108123	1.41
1382	317	Tuesday	2	3	0	172	147	21.11726702	3.98
1887	318	Wednesday	2	2	0	158	125	37.1823996	4.06
2119	319	Thurday	2	1	0	144	127	39.4894582	4.3
2500	320	Friday	2	0	0	137	146	24.48846265	5.05
927	321	Saturday	2	144	0	153	130	45.91965417	4.26
674	322	Sunday	2	143	0	151	135	25.41883743	4.64
1374	323	Monday	2	142	0	143	145	44.57442703	4.33
1026	324	Tuesday	2	141	0	120	165	33.39429636	2.98
1257	325	Wednesday	2	140	0	119	159	49.32963579	4.26
2092	326	Thurday	2	139	0	105	166	34.4848382	2.51
1120	327	Friday	2	138	0	111	174	20.5033898	4.29
1260	328	Saturday	2	137	0	125	162	38.66627769	5.42
1719	329	Sunday	2	136	0	120	162	61.85739269	3.36
1065	330	Monday	2	135	0	108	182	53.45253961	3.6
412	331	Tuesday	2	134	0	95	192	48.59786373	3.53
1613	332	Wednesday	2	133	0	99	194	12.66779805	5.56
2379	333	Thurday	2	132	0	94	190	36.59474218	4.49
1504	334	Friday	2	131	0	87	185	32.30821356	3.67
1911	335	Saturday	2	130	0	105	181	23.15710094	3.66
779	336	Sunday	2	129	0	103	191	25.45241083	2.99
1736	337	Monday	2	128	0	87	198	20.47953381	4.9
966	338	Tuesday	2	127	0	87	198	24.25733263	4.56
729	339	Wednesday	2	126	0	100	193	37.24445682	5.58
1721	340	Thurday	2	125	0	110	197	45.1905907	5.69
2090	341	Friday	2	124	0	114	206	15.59613585	4.37
1553	342	Saturday	2	123	0	119	209	34.76920677	1.58
2052	343	Sunday	2	122	0	116	215	33.87066536	5.1
4982	344	Monday	2	121	1	111	209	38.2785331	4.77
1508	345	Tuesday	2	120	0	116	214	24.66366263	3.87
2166	346	Wednesday	2	119	0	125	215	41.44866441	5.28
2922	347	Thurday	2	118	0	141	218	27.59813607	5.9
1548	348	Friday	2	117	0	134	216	46.73241651	3.92
1726	349	Saturday	2	116	0	133	230	26.54711858	4.03
1646	350	Sunday	2	115	0	147	241	16.87699711	5.17
2436	351	Monday	2	114	0	148	233	33.18425069	6.43
1937	352	Tuesday	2	113	0	136	244	33.01354278	5.88
1618	353	Wednesday	2	112	0	120	236	32.61986669	4.53
1944	354	Thurday	2	111	0	128	224	18.67969812	4.4
1541	355	Friday	2	110	0	132	229	21.60736348	3.61
1990	356	Saturday	2	109	0	134	239	37.40908093	5.02
1816	357	Sunday	2	108	0	147	225	29.83038158	4.12
1565	358	Monday	2	107	0	149	219	19.39600752	4.31
1705	359	Tuesday	2	106	0	150	221	21.52737652	5.54
1803	360	Wednesday	2	105	0	136	215	35.64232061	4.72
2000	361	Thurday	2	104	0	121	202	31.54794068	3.93
1897	362	Friday	2	103	0	117	207	30.65574787	5.05
1430	363	Saturday	2	102	0	96	212	23.92734652	3.9
740	364	Sunday	2	101	0	99	227	18.89465256	5.58
1151	365	Monday	2	100	0	105	218	40.26554501	3.63
1703	1	Monday	3	99	0	112	220	24.7229966	4.46
2154	2	Tuesday	3	98	0	118	229	26.91464745	5.04
2512	3	Wednesday	3	97	0	106	235	21.17467448	2.86
2056	4	Thurday	3	96	0	95	241	28.37579309	3.54
1475	5	Friday	3	95	0	80	240	31.08173663	3.16
933	6	Saturday	3	94	0	87	230	35.72322656	6.51
1513	7	Sunday	3	93	0	85	241	37.95886787	3.29
1509	8	Monday	3	92	0	79	241	21.1898191	4.06
1775	9	Tuesday	3	91	0	73	239	50.08883087	2.37
2060	10	Wednesday	3	90	0	100	236	39.71275561	3.89
1056	11	Thurday	3	89	0	88	242	35.84416562	1.55
882	12	Friday	3	88	0	79	223	40.11420625	2.81
1778	13	Saturday	3	87	0	71	233	56.39300538	3.45
11085	14	Sunday	3	86	1	103	226	30.95389171	4.75
1019	15	Monday	3	85	0	99	220	37.52437865	4.22
2604	16	Tuesday	3	84	0	113	223	36.54326938	3.5
2787	17	Wednesday	3	83	0	103	230	29.41485956	3.87
1440	18	Thurday	3	82	0	114	227	54.43779596	3.46
2122	19	Friday	3	81	0	113	222	37.99759197	5.44
985	20	Saturday	3	80	0	110	225	26.20769588	4.81
2324	21	Sunday	3	79	0	122	238	25.67576041	5.82
1865	22	Monday	3	78	0	122	234	33.44844502	3.71
2239	23	Tuesday	3	77	0	117	237	31.74366556	3.79
2827	24	Wednesday	3	76	0	120	241	45.15502886	3.51
1676	25	Thurday	3	75	0	116	233	37.56227734	4.46
1610	26	Friday	3	74	0	117	242	39.30973786	3.35
1039	27	Saturday	3	73	0	122	230	17.68723582	5.04
1822	28	Sunday	3	72	0	105	228	31.74362575	3.18
1946	29	Monday	3	71	0	122	241	35.90042967	3.26
2316	30	Tuesday	3	70	0	145	239	16.29085219	3.2
1962	31	Wednesday	3	69	0	139	243	36.62498368	4.04
544	32	Thurday	3	68	0	139	253	37.41651244	2.94
1959	33	Friday	3	67	0	143	247	24.44519447	4.54
1885	34	Saturday	3	66	0	160	245	30.36808223	6.06
1228	35	Sunday	3	65	0	151	266	35.03273066	5.46
2294	36	Monday	3	64	0	151	255	34.25731033	5
2222	37	Tuesday	3	63	0	162	249	21.03226601	4.93
3323	38	Wednesday	3	62	0	157	248	37.07889384	2.47
2194	39	Thurday	3	61	0	158	235	40.91599246	4.8
0	40	Friday	3	60	1	168	245	24.05520769	4.7
1714	41	Saturday	3	59	0	160	262	30.57553652	3.52
2530	42	Sunday	3	58	0	176	257	47.60988978	4.66
2045	43	Monday	3	57	0	201	255	34.94539835	4.38
2422	44	Tuesday	3	56	0	208	263	43.30648178	3.53
2247	45	Wednesday	3	55	0	216	261	20.84698809	4.87
2332	46	Thurday	3	54	0	228	265	33.59499289	3.85
2218	47	Friday	3	53	0	235	272	50.76381333	5.58
1104	48	Saturday	3	52	0	235	279	26.62146448	3.36
3245	49	Sunday	3	51	0	230	268	28.30811774	4.01
2347	50	Monday	3	50	0	227	268	53.38743968	3.77
3569	51	Tuesday	3	49	0	215	262	31.86944061	3.58
2743	52	Wednesday	3	48	0	204	268	34.21685675	3.56
2944	53	Thurday	3	47	0	208	275	39.65132929	5.85
3084	54	Friday	3	46	0	232	261	39.38546245	3.77
2254	55	Saturday	3	45	0	230	264	58.18735878	5.21
1762	56	Sunday	3	44	0	235	280	41.15163702	2.38
2431	57	Monday	3	43	0	249	292	47.50342494	4.26
1320	58	Tuesday	3	42	0	250	294	35.85334606	4.33
4361	59	Wednesday	3	41	0	258	305	32.606885	4.48
3433	60	Thurday	3	40	0	274	300	38.85069153	2.79
3303	61	Friday	3	39	0	272	318	44.0097212	3.26
2734	62	Saturday	3	38	0	292	310	36.70706578	2.77
2929	63	Sunday	3	37	0	293	320	34.09842965	2.81
3887	64	Monday	3	36	0	285	314	31.18346392	4.54
1620	65	Tuesday	3	35	0	279	319	33.56333671	4.66
2441	66	Wednesday	3	34	0	260	304	40.32442663	4.88
2151	67	Thurday	3	33	0	262	307	32.19774683	3.63
3094	68	Friday	3	32	0	251	308	35.20019047	3.66
2453	69	Saturday	3	31	0	228	287	40.58708988	3.06
2174	70	Sunday	3	30	0	209	292	39.79229633	3.44
2514	71	Monday	3	29	0	198	291	20.02660027	4.36
1932	72	Tuesday	3	28	0	214	294	50.10854685	3.43
2256	73	Wednesday	3	27	0	216	305	58.94003784	4.59
2335	74	Thurday	3	26	0	206	304	33.58131931	4.44
12594	75	Friday	3	25	1	223	312	59.49922034	4.5
2169	76	Saturday	3	24	0	230	326	39.47021039	2.87
2161	77	Sunday	3	23	0	229	317	48.40097329	5.02
4365	78	Monday	3	22	0	245	324	49.78057389	3.26
1818	79	Tuesday	3	21	0	258	332	51.79852087	4.81
4252	80	Wednesday	3	20	0	272	307	50.32998503	4.35
1555	81	Thurday	3	19	0	277	302	53.41001601	3.17
2445	82	Friday	3	18	0	284	312	42.61067657	4.58
3102	83	Saturday	3	17	0	284	316	56.448589	3.31
3217	84	Sunday	3	16	0	287	328	47.49839126	3.5
3174	85	Monday	3	15	0	272	332	33.76905327	4.86
2570	86	Tuesday	3	14	0	270	325	52.64808276	3.78
3122	87	Wednesday	3	13	0	284	335	57.7122633	3.99
2489	88	Thurday	3	12	0	287	330	72.63177056	3.97
4097	89	Friday	3	11	0	302	335	56.06974097	1.21
3056	90	Saturday	3	10	0	309	329	37.56248471	4.02
3183	91	Sunday	3	9	0	321	343	42.85475635	4.14
3756	92	Monday	3	8	0	317	327	59.22014245	3.08
3059	93	Tuesday	3	7	0	315	342	48.78030402	3.81
3786	94	Wednesday	3	6	0	299	344	47.91797264	4.02
3330	95	Thurday	3	5	0	295	351	57.45270875	5.38
3287	96	Friday	3	4	0	300	364	43.0862225	4.51
5073	97	Saturday	3	3	0	295	369	57.37429452	4.47
3453	98	Sunday	3	2	0	301	358	34.22254	5.21
4334	99	Monday	3	1	0	290	357	40.567954	3.77
3443	100	Tuesday	3	0	0	300	358	54.18577452	4.99
3861	101	Wednesday	3	88	0	307	344	71.55496706	3.25
3702	102	Thurday	3	87	0	289	344	45.78886697	2.67
2932	103	Friday	3	86	0	290	334	59.53675023	3.51
2594	104	Saturday	3	85	0	307	338	56.04634774	5.74
3441	105	Sunday	3	84	0	322	343	45.89721572	3.44
0	106	Monday	3	83	1	307	355	34.02931174	4.25
3531	107	Tuesday	3	82	0	318	366	59.01546227	4.19
3974	108	Wednesday	3	81	0	321	365	62.16561957	6.24
3183	109	Thurday	3	80	0	316	372	66.68828031	4.26
2050	110	Friday	3	79	0	311	382	48.12801382	3.42
3142	111	Saturday	3	78	0	299	386	62.3490192	5.16
3648	112	Sunday	3	77	0	291	382	64.17284067	5.06
1583	113	Monday	3	76	0	278	386	46.59086989	3.64
1811	114	Tuesday	3	75	0	280	381	62.71104898	4.38
1635	115	Wednesday	3	74	0	274	382	56.42994587	4.75
3935	116	Thurday	3	73	0	290	392	42.30692661	3.92
2737	117	Friday	3	72	0	285	394	59.58322937	4.52
2224	118	Saturday	3	71	0	278	394	68.72705356	3.3
1052	119	Sunday	3	70	0	260	412	63.12591283	5.05
3426	120	Monday	3	69	0	245	411	50.63106735	3.04
2118	121	Tuesday	3	68	0	248	403	68.7293842	2.72
3837	122	Wednesday	3	67	0	246	393	58.71058824	3.21
2567	123	Thurday	3	66	0	244	400	57.46299855	4.21
4184	124	Friday	3	65	0	222	408	56.10520245	4.34
2167	125	Saturday	3	64	0	216	401	68.67109625	4.09
2829	126	Sunday	3	63	0	209	402	64.89141545	2.59
4546	127	Monday	3	62	0	216	405	53.31670857	4.88
3674	128	Tuesday	3	61	0	217	414	64.44561916	2.74
3030	129	Wednesday	3	60	0	206	417	63.35549132	6.42
3731	130	Thurday	3	59	0	224	418	74.45791249	3.67
3196	131	Friday	3	58	0	210	426	59.43078178	3.64
4484	132	Saturday	3	57	0	213	427	75.54204915	3.89
2153	133	Sunday	3	56	0	208	425	59.55128822	1.43
2806	134	Monday	3	55	0	214	436	58.08265695	3.79
3807	135	Tuesday	3	54	0	210	424	66.77424907	4.9
3857	136	Wednesday	3	53	0	209	420	68.75372571	5.74
2658	137	Thurday	3	52	0	211	430	60.14188325	2.95
3301	138	Friday	3	51	0	215	430	74.22386886	2.48
1936	139	Saturday	3	50	0	227	421	54.57006796	2.47
2511	140	Sunday	3	49	0	229	420	59.08823102	5.23
1113	141	Monday	3	48	0	242	429	72.72956869	2.78
2982	142	Tuesday	3	47	0	239	429	71.21977734	5.34
4207	143	Wednesday	3	46	0	246	428	66.66059084	5.32
503	144	Thurday	3	45	0	245	432	65.12080362	2.97
3183	145	Friday	3	44	0	250	417	65.25132567	5.89
4020	146	Saturday	3	43	0	252	443	64.19808344	3.47
1739	147	Sunday	3	42	0	263	459	53.007669	4.08
3957	148	Monday	3	41	0	274	450	69.73232797	4.78
2711	149	Tuesday	3	40	0	272	464	71.29938626	2.48
4485	150	Wednesday	3	39	0	282	458	68.75276146	2.51
4577	151	Thurday	3	38	0	277	464	83.28948008	3.37
1730	152	Friday	3	37	0	265	454	81.86522753	4.34
2469	153	Saturday	3	36	0	275	430	68.88735841	3.77
3966	154	Sunday	3	35	0	259	427	74.2417433	4.32
8129	155	Monday	3	34	1	282	440	61.95364888	3.17
1681	156	Tuesday	3	33	0	286	443	75.49077231	2.81
5003	157	Wednesday	3	32	0	269	436	87.28024337	4.41
5162	158	Thurday	3	31	0	287	444	59.45830753	3.34
3722	159	Friday	3	30	0	279	447	76.83928824	3.05
1836	160	Saturday	3	29	0	285	435	66.88197905	2.5
3215	161	Sunday	3	28	0	298	444	57.23385281	5.4
1725	162	Monday	3	27	0	312	450	80.52015474	4.75
3058	163	Tuesday	3	26	0	314	449	55.71233348	3.58
4864	164	Wednesday	3	25	0	326	451	73.46581388	3.78
3360	165	Thurday	3	24	0	316	448	72.46547035	4
3668	166	Friday	3	23	0	308	447	64.38524013	4.56
2451	167	Saturday	3	22	0	303	453	55.42670186	5.11
4556	168	Sunday	3	21	0	302	438	82.96352698	3.24
3750	169	Monday	3	20	0	302	420	56.44480468	3.46
3522	170	Tuesday	3	19	0	318	397	66.13010341	4.84
2466	171	Wednesday	3	18	0	310	388	82.28390526	4.3
2351	172	Thurday	3	17	0	316	411	73.68409675	2.15
2895	173	Friday	3	16	0	312	408	64.5784028	3.4
4285	174	Saturday	3	15	0	304	406	84.26325023	3.34
3339	175	Sunday	3	14	0	298	403	66.78644432	3.18
3581	176	Monday	3	13	0	302	403	60.17064606	4.73
2748	177	Tuesday	3	12	0	309	399	71.41529123	1.58
3870	178	Wednesday	3	11	0	314	394	66.06257256	4.88
2688	179	Thurday	3	10	0	315	400	74.49308205	3.91
3625	180	Friday	3	9	0	316	400	84.95351342	4.99
3832	181	Saturday	3	8	0	329	395	62.06515372	2.65
4783	182	Sunday	3	7	0	314	406	49.64787764	3.65
3874	183	Monday	3	6	0	315	410	65.68581647	2.58
3997	184	Tuesday	3	5	0	322	412	71.05808358	5.73
3812	185	Wednesday	3	4	0	318	423	73.85147444	4.89
4104	186	Thurday	3	3	0	305	425	74.76116702	3.29
11206	187	Friday	3	2	1	315	420	77.92485143	5.38
3903	188	Saturday	3	1	0	318	435	66.17504604	0.78
5976	189	Sunday	3	0	0	291	428	61.5748986	4.74
3390	190	Monday	3	130	0	279	409	73.51188152	2.88
3142	191	Tuesday	3	129	0	290	410	71.92957995	4.27
4187	192	Wednesday	3	128	0	267	421	66.12217282	3.13
3498	193	Thurday	3	127	0	269	419	70.07454632	2.97
2615	194	Friday	3	126	0	266	428	77.99578673	3.48
1578	195	Saturday	3	125	0	281	439	71.55286435	3.88
2189	196	Sunday	3	124	0	284	429	74.84165759	2.97
2298	197	Monday	3	123	0	303	438	83.53747746	3.72
3262	198	Tuesday	3	122	0	308	443	48.73652267	5.19
4927	199	Wednesday	3	121	0	307	435	59.78313578	5.36
5396	200	Thurday	3	120	0	310	435	71.58190825	5.61
2258	201	Friday	3	119	0	305	429	86.12074685	4.23
3004	202	Saturday	3	118	0	295	408	79.97362825	3.09
4182	203	Sunday	3	117	0	294	409	70.01706568	3.51
3895	204	Monday	3	116	0	297	407	58.83523562	2.35
3096	205	Tuesday	3	115	0	281	397	61.73227983	4.32
