"Number of Memes Made","Is a Student","Male or Female","Hours Spent on Social Media Per Day","Hours Spent Reading The News Per Day"
9,1,"Female",1.4495520028791,0.388576328406696
7,1,"Male",4.94365929319098,7.20806230341047
15,1,"Male",3.51607535998684,4.23195602723782
5,0,"Male",3.52979746144668,6.63144595404332
15,1,"Male",2.62176525916599,4.80300505538902
9,1,"Male",1.0535178870597,1.11598780900911
11,1,"Male",0.0729825829253037,3.43207691910584
5,1,"Male",3.57716248899147,3.2738647780668
6,0,"Female",3.85938111390858,6.88494967789553
4,0,"Female",2.7044756119863,3.78551173953696
9,0,"Male",4.92615616854643,0.0264179321500646
4,0,"Female",4.15500788501523,2.3737191231031
8,0,"Male",1.75171887903251,7.17231093097604
1,0,"Female",3.7877024484896,1.64964177218793
6,1,"Female",4.85341799776655,0.278277802161318
12,1,"Male",1.155124740313,2.00203240892227
13,1,"Female",4.12880622285186,0.846096334574143
7,1,"Female",3.53715904465163,0.876311877255422
12,0,"Female",3.44885740178543,4.53329348275879
7,1,"Female",2.30499671535499,1.92997177029662
6,0,"Female",1.45079382973505,1.62900125024025
9,1,"Female",1.79632546294229,1.41864162479039
13,0,"Female",0.926828212911188,6.10575411364252
3,0,"Male",3.65871321588331,1.40312482661119
14,1,"Female",3.05818973127784,4.16802129591023
11,1,"Female",2.9929076801992,1.5348725113471
10,0,"Female",4.35920946814067,5.03793365568489
5,0,"Female",2.90175481611056,10.8157350100296
16,1,"Female",5.70764638742749,2.69034711181033
5,0,"Male",5.24231902933285,0.0686223196198976
8,1,"Male",3.54211392000262,2.65921764707656
6,0,"Male",2.54568085848146,0.611707062362862
6,0,"Male",1.63997585380679,0.716734640414443
11,0,"Female",1.01860323616101,7.12370887836087
7,1,"Male",6.02479077543709,3.09088053302365
12,1,"Female",2.01085448589637,4.34898554941177
4,0,"Female",1.44921195637787,1.16307900788424
11,1,"Male",3.74799591840701,4.8155186909425
17,1,"Female",3.52306305524512,9.16241881075708
6,0,"Female",3.80150225716065,0.36630283324163
5,0,"Male",2.11922936493271,5.36800941486774
10,1,"Male",3.32738500939797,3.50449166603077
1,0,"Female",2.53901004223468,3.63335423858427
17,1,"Female",1.86065319189829,3.9374513585576
4,0,"Male",3.68687769685644,0.537702017790036
21,1,"Female",4.49678355909726,7.03246943427093
16,1,"Female",6.3810884652058,5.31973921409238
2,0,"Female",2.20690899000737,0.519485712690764
16,1,"Female",1.90819983101935,4.47340155388373
7,1,"Female",2.01212145348644,0.640365109806049
4,0,"Male",5.1233321865052,1.03934151796229
4,1,"Male",1.21017932255927,0.0581571339724687
8,0,"Female",3.51740778552069,4.38314942167703
11,1,"Male",4.2273171593092,5.8563897718279
11,1,"Male",1.45916506751541,0.0368673320446642
9,0,"Female",0.237286333688743,3.74806985927454
10,0,"Male",4.0090971068649,4.4075740237487
10,0,"Male",5.42366078910692,2.1260354400485
3,0,"Female",5.61497287497069,4.86600017981872
8,0,"Female",4.13080837366837,6.1569945702858
10,1,"Female",2.3853521430059,1.11317692176346
12,1,"Female",3.95577564115351,2.8766621480759
8,0,"Female",2.78987378984497,2.79902146706356
9,0,"Female",6.56790437639622,1.15396543138945
10,0,"Female",2.30827922678939,6.1283246499157
10,1,"Female",3.93408463283832,1.10154593908471
11,0,"Male",2.91913161387125,0.919846096045062
5,0,"Female",3.8127033354349,0.923991825597678
1,0,"Male",3.8584718357082,0.69282631049392
7,0,"Female",0.829341926686769,4.7941982421972
11,0,"Male",2.84446149474444,2.51170237691592
5,0,"Male",2.07042719822825,2.16874543724182
14,1,"Male",3.38900281311472,5.24909693030216
14,1,"Male",5.91464579866946,4.84862364937737
9,0,"Male",6.34733009124077,1.49019638258065
13,1,"Female",4.02240103143832,3.5388354870846
6,0,"Male",3.54744548385223,2.48399786999181
6,0,"Female",2.3252195639939,1.83917301621418
13,1,"Male",3.89351344824398,7.06687435621236
3,0,"Male",0.456016228060506,1.25126707434914
6,0,"Male",5.45116902645077,1.96096742544136
10,1,"Male",4.25513996693355,0.837464628568138
15,1,"Female",4.07215905853748,2.76222131901274
4,0,"Male",4.06037223410335,8.59151181244587
7,1,"Male",3.69667735417577,5.18319907590291
4,0,"Female",2.30916061390302,0.643872764920276
10,1,"Female",3.23123835999102,0.579051342865174
7,0,"Male",3.70714707966282,5.99414310951133
8,1,"Male",4.58436837761933,1.15595101336177
3,0,"Male",3.09842240754298,3.20985803119094
16,1,"Male",3.20431688187862,3.3651119877418
14,1,"Male",0.312437151074688,3.2159042498803
17,1,"Female",6.32608215844396,1.44745108624833
9,1,"Male",1.31637989790416,7.16622307377671
5,0,"Female",0.909638552243917,2.62570736035454
8,1,"Female",0.0741741688906403,1.97778572945702
12,1,"Female",1.22706123956724,0.378255353625836
5,0,"Male",5.70951312965498,3.00582236428133
3,0,"Male",0.740562047403248,0.161692622037898
14,0,"Male",4.38181305211262,2.55922571692063
9,1,"Female",1.39833707278756,1.26224260845498
8,0,"Male",3.67150437330614,6.34146182176588
16,1,"Male",5.60175502554098,1.74931867299667
11,0,"Female",2.2824879186373,4.11284650668541
9,1,"Male",1.07034263625982,2.24998771794304
11,0,"Female",8.2599881453913,5.3335706193262
6,0,"Female",6.43999551061437,0.830488730539142
13,0,"Male",2.38375064703515,6.25692407857319
15,1,"Female",1.67374073481475,7.8553306593628
4,0,"Male",2.8514382483672,0.633713938554902
20,1,"Male",6.16862585506175,4.09810448086729
10,0,"Female",2.75672373397941,3.48103961356835
10,1,"Male",1.78201835156411,0.488894041524807
2,0,"Female",4.70696240838952,2.08188030796342
15,1,"Female",3.26933504810951,8.8566762634014
8,0,"Female",3.86003117337333,1.9490479233501
9,1,"Female",3.19301087007578,1.9377833016436
6,0,"Male",2.87348075157823,1.72912562250178
10,0,"Male",1.79072503967515,2.19891147761429
9,1,"Male",1.95558719450309,8.6578194047376
8,0,"Female",1.87746930680557,4.50145350435814
13,1,"Male",3.87743106510318,4.38546553770023
8,0,"Female",6.45585031610915,3.24652769011443
6,0,"Female",1.3621870704274,4.09746447856946
9,0,"Male",0.85106718701557,2.76824404504492
4,0,"Female",2.44916116860231,4.42398037448658
9,0,"Male",3.82986693610949,1.04813730317463
3,0,"Male",1.41544396138496,0.265519370324464
8,1,"Female",0.717630622260693,2.2499317468596
7,0,"Female",2.42567712142373,3.83371654932075
15,1,"Female",3.19034738544638,0.164909764420417
9,1,"Female",5.28495465334812,4.4500791267972
5,0,"Female",1.3895817144345,2.41556601212042
15,1,"Female",3.6571608198765,4.60141518384795
5,0,"Female",1.98613879682453,1.30844642094503
7,0,"Male",4.07779056704638,2.47671533914017
14,1,"Female",3.25007361762613,0.732803107527161
6,1,"Male",2.58147985042082,1.42131066316363
2,0,"Male",2.67083441754313,1.47993727268388
14,1,"Male",6.42305685829566,3.35434280138174
13,0,"Male",0.434462799157366,3.83375554768963
6,0,"Female",2.38426535475513,4.02810507450785
8,0,"Male",1.4851156774474,1.83264882596347
10,1,"Female",1.52419451787241,1.63232861719066
3,0,"Female",1.21720433113429,2.58902734809726
5,0,"Male",1.33567182176372,3.69940145502265
13,1,"Female",2.46397929200237,3.42343609375566
4,0,"Male",0.233612352880431,2.45554073190905
5,0,"Female",4.34864273021059,1.83946630344768
11,1,"Male",7.04620983849478,3.11169413858486
9,1,"Male",0.495537250180698,1.08774168930086
11,1,"Female",2.20684384332479,1.99518697493065
5,0,"Male",1.11193742365266,3.64705653501803
14,1,"Male",4.89378419127105,0.643472668872273
5,1,"Male",3.26831440151722,2.34327507177191
12,1,"Female",2.18342105814254,4.13504120084668
10,1,"Female",4.60080049611634,3.55842662247075
3,1,"Male",2.6627270942459,0.292623399673586
4,1,"Male",0.630246531607606,2.12512620319489
2,0,"Male",3.18425949854101,1.05171771158004
11,1,"Female",3.08137513450757,2.61460046533872
14,1,"Female",4.71389622744462,5.41113008708185
3,0,"Male",0.844785127342488,0.727179090671573
4,0,"Female",0.125290738239926,2.46061113128533
10,0,"Male",3.58635577520224,7.00158225969892
16,1,"Female",1.95494043540115,1.06242389559165
7,0,"Male",3.2812416827493,3.87806455224368
8,1,"Male",5.0299973171556,8.13855050645439
11,1,"Male",3.5700944828923,5.75959181495513
10,1,"Male",1.42148655980509,2.06128256598077
7,0,"Male",0.479451675752519,4.659150444132
4,0,"Female",4.2394679927405,3.01591043908387
7,1,"Female",0.850074490739641,0.338424027960764
11,1,"Male",2.60907477844802,1.91218433710495
10,0,"Female",4.93851477845941,6.66659689584924
11,1,"Female",5.00225657092,2.76545967795757
12,0,"Female",1.58123503352143,6.82239007027775
15,1,"Female",3.22780210207985,6.92072200048421
15,1,"Female",3.88841731499208,2.40501265604186
6,0,"Male",2.17699492173762,3.04258875481961
7,0,"Male",4.21464991023544,3.77415056436477
3,0,"Male",0.597947291322834,1.35694152197433
1,0,"Female",1.14990310668406,0.992224978364899
6,0,"Female",1.40364760207892,1.82698435247886
6,0,"Female",2.79790089225395,5.69714210889682
3,0,"Female",0.543563603545683,7.920151451611
7,0,"Male",1.49373767022902,5.01845251494904
2,0,"Male",2.84835887801716,1.66781851966578
5,0,"Female",1.83997458680484,4.50652739951683
8,0,"Female",5.42054831072321,1.52083750688543
13,1,"Male",4.27201262229093,5.50299401689332
9,1,"Female",2.32746208237376,4.77693992481648
10,0,"Male",0.0973215054433592,4.82562961480178
5,0,"Male",1.62410797273634,2.78576611409781
18,1,"Female",10.3301853336118,0.831387202679488
8,0,"Male",6.03326231380833,6.18115586328108
8,0,"Male",3.06898253370931,2.01026412610665
4,0,"Male",0.497328009810711,4.05589244607633
10,1,"Male",1.43827212194402,1.21150683774874
9,1,"Female",4.85417152795175,4.5063163979721
10,1,"Female",3.09988204401289,4.78441466695466
6,0,"Female",1.2222710285967,4.67384968831908
6,0,"Female",2.61093475197401,4.93921922160622
11,1,"Female",3.36341129783461,4.85800909038854
4,0,"Female",2.8523160631083,3.47434873304867
7,0,"Female",3.57243187500264,8.85889639076277
9,0,"Male",4.72314352315683,7.02099273062342
6,0,"Female",0.390977293548991,2.0430329164939
8,1,"Female",2.27937118511941,0.682672162834664
4,0,"Male",4.61797034521284,1.31943226908937
4,0,"Male",1.89327931653165,3.27905921789583
9,1,"Male",3.02100050607438,1.69942867245965
10,1,"Female",3.31260765376563,1.42487245941116
19,1,"Female",4.40359628780392,1.7840587465003
9,0,"Female",5.21458334089611,9.41010554924013
6,1,"Male",2.91801416104233,1.89541046011583
5,0,"Male",1.43015034808167,2.89145783261987
10,1,"Female",4.30748638397658,0.649467138592149
7,1,"Female",2.66716549955878,2.43742031141684
4,0,"Female",0.730997655041967,8.02974099745276
3,0,"Female",2.80804822745083,4.42122349717689
10,1,"Male",1.7596446775706,0.732040273510238
10,1,"Female",3.24733328957006,5.79890687695761
4,0,"Male",1.15534568324014,4.32737315416847
13,1,"Female",1.47449539625973,2.41561183548773
7,1,"Male",1.2655375530672,2.7801036160351
7,0,"Male",3.044729163123,6.21506968081191
4,1,"Female",2.45008363141002,2.07765578888282
14,0,"Male",1.37062686828075,7.68146177554652
6,1,"Female",1.17700380387353,1.69630903457467
12,1,"Female",3.87827776999577,4.56556764843904
10,1,"Female",9.78734399243032,1.26186357397029
16,1,"Female",5.36308216085964,6.83608559001671
6,1,"Male",0.742260462580155,0.634168130009102
9,0,"Female",0.172136135761393,4.25394183983126
10,1,"Male",1.84595767280561,5.32336324485897
4,0,"Female",0.211382262880655,3.35234583318145
7,0,"Male",3.90578450560821,4.27442747594758
6,0,"Female",2.60724551565681,5.36912668440908
4,0,"Female",4.99552206317105,3.22174913618846
5,1,"Male",4.70272688825774,0.205584052948765
5,0,"Male",6.26299301419046,2.55021589494802
9,1,"Female",3.16664871398951,4.56476365637075
10,0,"Female",7.28349476106258,1.72352717429675
2,0,"Male",0.00310287491784855,3.67195494831097
10,1,"Female",1.17521743725066,5.20895059070315
10,0,"Female",2.83438151283823,2.01323202826644
6,1,"Female",1.47774221307629,1.86239133368103
7,1,"Male",1.7890612634226,3.734249754972
9,0,"Male",2.24841596347205,4.53905016503315
9,1,"Male",3.70470016100014,2.19545751223117
9,0,"Male",6.46548642411375,0.0527278702045522
22,1,"Female",7.08384835692689,8.09773130319527
7,1,"Female",1.13562176290834,5.7668831356254
7,0,"Female",1.79781001741658,0.41554506828306
15,1,"Male",2.44392779811355,3.77427001956403
9,0,"Male",4.53083554265063,4.60101072780697
8,0,"Female",4.07907894751378,0.335576077638132
4,0,"Female",2.03389132800049,7.57212821419143
4,0,"Male",2.57250874936372,3.71620494166855
8,1,"Female",3.05725110230147,0.68268065462541
11,1,"Male",0.112926855956085,9.63175232539179
10,0,"Male",4.63855461831696,7.32342407407124
19,1,"Female",2.12666816454472,0.672802077591079
1,0,"Female",2.96980272646113,1.79170095823171
8,1,"Male",2.74624307893795,2.74280583593712
6,0,"Female",6.16592195663678,1.57446901515297
7,0,"Female",3.04194859961835,9.74208537784273
15,1,"Female",2.45788534872089,1.92108037700037
15,1,"Female",5.15751052439152,2.67009443677429
16,1,"Female",5.27755123276468,5.6943896142022
10,1,"Female",3.95378728919835,1.88743894233117
4,0,"Female",5.16991694709888,1.42625562642716
1,0,"Female",2.60904851800619,1.98039000531262
8,0,"Male",1.15201720147332,3.52003007154333
11,1,"Female",1.8106686876162,1.79841819380695
10,1,"Female",2.7094935545203,0.465963576986257
9,1,"Female",4.43266768742272,0.586879431063977
8,0,"Male",5.98896784954242,1.61363189982408
5,0,"Female",3.12335290021863,2.348712899687
7,1,"Male",2.65872991991991,2.16042995754618
11,1,"Male",1.71168662870068,11.7461980561282
4,0,"Female",3.02919550804353,7.40604023473434
6,0,"Male",3.42175612470448,7.40478640114704
7,0,"Male",3.2452304509242,6.37296826932168
5,0,"Male",2.91062438241655,4.38505850234994
11,1,"Male",4.35290581073789,3.31235903796206
7,0,"Male",0.406353894638699,1.89519078428601
14,1,"Female",3.93256670798351,4.84316241899638
11,1,"Male",3.41002847184965,2.39536731914715
16,1,"Male",2.37667452132855,0.98408858778513
11,0,"Female",4.41868520383734,4.87933506052797
10,1,"Female",6.35500901714627,0.679993450930916
12,1,"Female",1.55854998376888,2.79774650626673
12,1,"Male",1.12647741365523,1.48038779770337
8,0,"Female",1.29635460696225,7.82122332888787
13,1,"Male",1.13915475368454,7.36955422989508
13,1,"Male",1.16316648034488,5.73737426925298
5,0,"Female",2.02143005183769,3.59445791161187
6,1,"Male",2.6091503259339,6.88524063766546
7,0,"Male",2.72458327469957,5.96545629618903
8,0,"Male",2.07807960687401,10.3159880855954
11,1,"Male",1.62288666430576,5.35555297065899
10,1,"Male",2.88602334419412,2.62854503977671
12,1,"Male",5.28726708604732,4.2423296996213
9,1,"Female",2.4023152804146,2.93433883577883
11,1,"Female",2.67890723039098,3.14998720603943
10,1,"Male",2.55463735826866,1.96118808233674
9,0,"Female",3.02865877155787,4.3674958637539
17,1,"Male",3.53873575299806,1.05429136812911
7,1,"Male",0.47145402040718,0.577764518562267
3,0,"Female",3.06834677583212,6.54780915468271
10,1,"Male",1.90883352770464,1.49508026310948
8,0,"Male",4.43972385709047,0.951000247660481
11,1,"Male",5.91726019020451,6.59762121848133
6,0,"Male",0.109400442710973,6.30627841529089
3,1,"Female",0.587977398655883,1.16558297006774
14,1,"Female",3.31161199764125,2.34368159168329
2,0,"Female",4.41847376426719,0.449359204622454
15,1,"Female",3.57619634785053,8.39660155507154
13,1,"Female",0.0156249650549078,5.66934816835235
6,0,"Male",2.09539086762485,4.29283921931749
6,0,"Female",2.92692128989196,6.0356116242082
16,1,"Female",2.28971516867988,3.64389310483636
4,0,"Female",0.436999759447355,0.0355449488210042
8,1,"Female",4.76891970632224,5.72656793953431
10,1,"Female",4.24111955461158,1.52681994664007
8,1,"Female",4.74863732696054,3.82353505807478
8,1,"Female",0.139550155208832,4.67326421830848
9,0,"Female",2.75517358330287,3.58712957470906
7,1,"Female",2.37208179485224,0.728915856933042
8,0,"Female",5.96488613478936,8.03909728299348
7,0,"Female",6.31544838626823,1.89934267391513
12,0,"Male",3.62955554841733,7.88171512664613
6,1,"Female",1.67672894536068,0.060035440661768
4,0,"Male",1.69318869133594,0.30511984859595
2,0,"Male",1.23465992214877,0.919535043971918
7,0,"Female",6.05318189071506,1.28432001948206
13,1,"Male",4.86929112934226,2.27887692853937
3,0,"Male",0.961194179970916,4.15610182221354
10,1,"Male",2.49930470154995,0.694147314649243
8,1,"Female",2.18349694614352,0.441851891721996
9,0,"Male",7.51372885079831,0.566730965124847
10,1,"Female",0.0657614256303658,4.98606342786005
7,1,"Female",0.550229870807739,1.06883929631171
24,1,"Male",2.94437300785623,12.0771251946606
5,0,"Male",1.77261554625441,2.42545277444812
7,0,"Female",4.45090122682218,4.69431436097562
15,1,"Male",4.45894888521589,4.71217617388225
10,1,"Male",3.78636501461965,1.85502800393153
9,1,"Male",2.0897443199143,1.43011367088502
8,1,"Female",0.940004754204479,2.30812738804883
9,1,"Female",5.44172823615362,2.40693905398319
13,1,"Female",0.529376758886605,5.05748691421035
8,0,"Female",2.09140741547747,1.36305968408093
11,0,"Male",1.94258687213088,8.06752875996145
8,1,"Female",2.16161781225486,0.377259582184761
8,0,"Female",5.96682914845139,6.09852682950251
8,1,"Female",1.39169990297856,9.26120626197649
7,1,"Male",2.01850215649456,2.91570686059204
8,0,"Female",4.00771903938272,4.28221335174739
8,1,"Female",0.494405860101071,6.48820109716334
9,1,"Female",4.47681990933405,0.872218462948227
4,0,"Male",3.68685495500474,3.50323526124744
10,1,"Female",2.67333056556638,0.397545619730642
7,0,"Male",7.95714912237218,0.963707713192004
8,1,"Female",4.52964414503817,2.95690798475784
10,0,"Male",3.44352161759984,2.38772937620552
8,1,"Female",5.05898390340495,0.0119539854392792
12,1,"Male",1.71334660732251,6.21712975240276
11,1,"Female",3.19127313117284,3.38402050640123
10,1,"Female",1.85504247576143,0.91615566427672
9,1,"Male",1.8771060398058,1.51931219728059
10,0,"Male",2.79794177492394,7.16119416404888
10,1,"Male",4.49138317809677,0.205820327614771
11,0,"Female",4.76329414811183,4.364998140433
14,1,"Male",3.48578285539789,5.2257958999001
18,1,"Female",3.47914835585913,2.53740587974531
7,1,"Male",2.0031543235894,2.28896550435438
10,1,"Female",5.00103988948182,1.05638820966786
3,0,"Female",2.92395928288992,1.79455200422758
10,0,"Female",2.1534805982737,11.8228485412643
12,1,"Female",2.34790029456828,3.76681116995429
9,0,"Male",5.34129130040018,0.876123119823588
10,1,"Female",3.38499478821913,1.51599329550394
9,0,"Male",2.8684071356227,6.29027176660137
9,1,"Male",5.16374683065978,2.72673604297306
3,0,"Male",1.47842885034509,3.70633525329545
17,1,"Male",3.71317807014923,2.26217818556497
4,0,"Male",3.12389487692153,4.65862522972012
2,0,"Male",0.509305928593661,6.03022493167966
9,0,"Female",3.64219188891125,12.1807836795466
12,1,"Female",2.97301913896495,0.1694581197357
7,1,"Female",0.944425190790866,3.056122307862
7,0,"Female",5.6928188024068,2.32666487933998
10,1,"Male",5.42813548422098,7.64056983627806
8,1,"Female",0.524444519868985,8.21644869541732
12,1,"Female",3.58965413873534,0.258065793988361
5,0,"Male",3.74519523172208,5.37736178768741
16,1,"Male",1.03680339458562,5.88912738764169
10,1,"Female",3.0134932249284,0.514623175542236
3,0,"Male",4.37898539483852,0.315872331004701
8,0,"Female",2.93228500680143,5.28368964793394
2,0,"Female",0.81851288522259,0.0242246090731557
14,1,"Female",1.42730440990878,3.05501549374916
6,1,"Female",2.74588282403398,2.08468763666594
19,1,"Male",7.45565591919715,7.65753892321435
7,0,"Female",3.23008606353754,1.80066490381734
7,0,"Female",2.52439697274998,2.31673974752377
26,1,"Female",5.22631053210547,9.42544393363361
12,1,"Female",4.72715298366266,2.41612402302661
8,0,"Male",3.73131291990614,8.17844782573603
2,0,"Female",1.17177928415857,0.526845157419327
10,1,"Male",2.42669048170686,7.63280831739101
5,0,"Female",0.210218801931877,3.66087989436154
4,0,"Female",0.951366225311731,1.85429952511865
4,0,"Male",0.497687043511553,3.38356412729516
3,0,"Male",1.28646595714439,4.38538170665082
8,1,"Female",5.47002550112107,1.15288910125273
7,1,"Female",0.388608014836222,6.8074270432905
14,1,"Male",4.18725938101464,4.37453591476823
11,1,"Female",0.343036407868641,2.94540559173611
